lineage,display_name,step,loss,global_max_loss,grad_norm,tps_per_gpu,mfu,n_tokens_seen,lr,value_precision,is_interpolated,ema31,segment
bf16,BF16 historical control,1350,3.536465167999268,4.131207942962647,0.5871007442474365,15304.412867874114,39.39318455962218,5662834688.0,0.0002025,exported_float_payload,False,3.7287738395599046,observed_series
bf16,BF16 historical control,1400,3.5633749961853027,3.8555350303649902,0.2535326778888702,15291.44384570222,39.35980261361837,5872549888.0,0.0002099999999999,exported_float_payload,False,3.6982560828832307,observed_series
bf16,BF16 historical control,1450,3.757646322250366,4.051166534423828,1.920000910758972,15313.892220929449,39.41758418263538,6082265088.0,0.0002174999999999,exported_float_payload,False,3.6587088656383004,observed_series
bf16,BF16 historical control,1500,3.50730562210083,4.003287315368652,0.3798350691795349,15308.271757024844,39.40311724595404,6291980288.0,0.000225,exported_float_payload,False,3.628374458631634,observed_series
bf16,BF16 historical control,1550,3.4517829418182373,3.76324725151062,0.417889654636383,15302.209365358263,39.38751279801761,6501695488.0,0.0002324999999999,exported_float_payload,False,3.58031001830384,observed_series
bf16,BF16 historical control,1600,3.501176595687866,3.934732675552368,0.4616515934467315,15306.909287482897,39.39961028266272,6711410688.0,0.0002399999999999,exported_float_payload,False,3.5453773719629313,observed_series
bf16,BF16 historical control,1650,3.458543300628662,3.845728874206543,0.2556359767913818,15311.489078953118,39.41139855394032,6921125888.0,0.0002474999999999,exported_float_payload,False,3.520125259561061,observed_series
bf16,BF16 historical control,1700,3.401931047439575,3.675382137298584,0.2971888780593872,15313.080683648592,39.41549530551492,7130841088.0,0.0002549999999999,exported_float_payload,False,3.4862184783600814,observed_series
bf16,BF16 historical control,1750,3.369283437728882,3.784452199935913,0.2448082417249679,15302.33207883354,39.38782865950287,7340556288.0,0.0002625,exported_float_payload,False,3.4543684774126597,observed_series
bf16,BF16 historical control,1800,3.6462242603302,4.115868091583252,2.064227342605591,15298.061101111614,39.376835267263495,7550271488.0,0.00027,exported_float_payload,False,3.445286898482618,observed_series
bf16,BF16 historical control,1850,3.2909178733825684,3.628898143768311,0.2812120318412781,15287.905510075858,39.35069502422135,7759986688.0,0.0002774999999999,exported_float_payload,False,3.423520107747277,observed_series
bf16,BF16 historical control,1900,3.251440048217773,3.544678211212158,0.3975495994091034,15284.071820544204,39.340827201092914,7969701888.0,0.000285,exported_float_payload,False,3.3866995213862587,observed_series
bf16,BF16 historical control,1950,3.2618095874786377,3.780932903289795,0.1720582842826843,15277.97847242856,39.32514307201342,8179417088.0,0.0002924999999999,exported_float_payload,False,3.3734672177428124,observed_series
bf16,BF16 historical control,2000,3.283554553985596,3.569076538085937,0.2021073549985885,15273.429848731372,39.31343502582161,8389132288.0,0.0003,exported_float_payload,False,3.344418024834308,observed_series
bf16,BF16 historical control,2050,3.2823729515075684,4.280097007751465,0.222162052989006,15290.688943082509,39.357859512731096,8598847488.0,0.0003,exported_float_payload,False,3.3237275704223754,observed_series
bf16,BF16 historical control,2100,3.255023002624512,3.808631181716919,0.1303040534257888,15276.789354964638,39.32208231273283,8808562688.0,0.0003,exported_float_payload,False,3.314785143507779,observed_series
bf16,BF16 historical control,2150,3.2077975273132324,3.5288991928100586,0.1218363121151924,15269.5935602822,39.30356051314303,9018277888.0,0.0003,exported_float_payload,False,3.2860162116022353,observed_series
bf16,BF16 historical control,2200,3.1838748455047607,3.718729496002197,0.2221019864082336,15264.469436824374,39.29037114463715,9227993088.0,0.0003,exported_float_payload,False,3.2604676174449225,observed_series
bf16,BF16 historical control,2250,3.172743558883667,3.519697904586792,0.1607150584459304,15275.784501566555,39.31949584465282,9437708288.0,0.0003,exported_float_payload,False,3.2421393364204287,observed_series
bf16,BF16 historical control,2300,3.1810247898101807,3.603755474090576,0.1513158529996872,15264.062105959872,39.28932268495034,9647423488.0,0.0003,exported_float_payload,False,3.221388020998609,observed_series
bf16,BF16 historical control,2350,3.127382278442383,3.475945949554444,0.1211948692798614,15287.814225899578,39.35046006098332,9857138688.0,0.0003,exported_float_payload,False,3.206412243076423,observed_series
bf16,BF16 historical control,2400,3.120335340499878,3.463462829589844,0.2285489290952682,14729.739399828184,37.9139891024889,10066853888.0,0.0003,exported_float_payload,False,3.186835941641144,observed_series
bf16,BF16 historical control,2450,3.1298747062683105,3.4906370639801025,0.1397426128387451,15281.401555215669,39.33395400341991,10276569088.0,0.0003,exported_float_payload,False,3.1699597348053317,observed_series
bf16,BF16 historical control,2500,3.1598196029663086,3.99275541305542,0.4270495474338531,15276.2568637867,39.32071169345916,10486284288.0,0.0003,exported_float_payload,False,3.156291724476848,observed_series
bf16,BF16 historical control,2550,3.060608148574829,3.395174980163574,0.1207019761204719,15299.605121266002,39.380809537392686,10695999488.0,0.0003,exported_float_payload,False,3.1388559151001334,observed_series
bf16,BF16 historical control,2600,3.1276583671569824,4.2647552490234375,0.1636636704206466,15285.61453341042,39.34479810629431,10905714688.0,0.0003,exported_float_payload,False,3.1237326794421993,observed_series
bf16,BF16 historical control,2650,3.054971218109131,3.448551177978516,0.1112117171287536,15286.543326697893,39.347188797509126,11115429888.0,0.0003,exported_float_payload,False,3.1054673627323397,observed_series
bf16,BF16 historical control,2700,3.04288387298584,3.423358678817749,0.1855605393648147,15287.676049355636,39.35010439793735,11325145088.0,0.0003,exported_float_payload,False,3.0907818034162786,observed_series
bf16,BF16 historical control,2750,2.9762253761291504,3.3119797706604004,0.1166138797998428,15307.979723966668,39.40236556000191,11534860288.0,0.0003,exported_float_payload,False,3.061744171695249,observed_series
bf16,BF16 historical control,2800,3.024287939071656,3.569675922393799,0.1251945495605468,15311.722223723664,39.41199866287979,11744575488.0,0.0003,exported_float_payload,False,3.0449070945515553,observed_series
bf16,BF16 historical control,2850,3.0133755207061768,3.624148368835449,0.1394787430763244,15314.582388340375,39.4193606566779,11954290688.0,0.0003,exported_float_payload,False,3.029943134885478,observed_series
bf16,BF16 historical control,2900,2.980900764465332,3.4530599117279053,0.1207203567028045,15309.635369037096,39.40662714993599,12164005888.0,0.0003,exported_float_payload,False,3.0173266008384276,observed_series
bf16,BF16 historical control,2950,2.956648588180542,3.233102321624756,0.1272893548011779,15317.969988048755,39.428080255507226,12373721088.0,0.0003,exported_float_payload,False,2.998469984549455,observed_series
bf16,BF16 historical control,3000,2.948932647705078,3.3948328495025635,0.1224012523889541,15312.57313698949,39.41418889282289,12583436288.0,0.0003,exported_float_payload,False,2.985098106587713,observed_series
bf16,BF16 historical control,3050,2.970122098922729,4.555603981018066,0.1900216788053512,15315.81105788259,39.42252322204104,12793151488.0,0.0003,exported_float_payload,False,2.978032017679869,observed_series
bf16,BF16 historical control,3100,2.896775484085083,3.3943824768066406,0.2174191325902938,15268.082134581817,39.29967014034157,13002866688.0,0.0003,exported_float_payload,False,2.962433104007791,observed_series
bf16,BF16 historical control,3150,2.919118404388428,3.3501343727111816,0.1452582329511642,15313.340024866782,39.416162843470175,13212581888.0,0.0003,exported_float_payload,False,2.9407201088819814,observed_series
bf16,BF16 historical control,3200,2.928319931030273,3.3586959838867188,0.1279756873846054,15313.60334875227,39.41684063271368,13422297088.0,0.0003,exported_float_payload,False,2.932465752995884,observed_series
bf16,BF16 historical control,3250,2.935072660446167,3.348428726196289,0.1622838675975799,15328.878931991425,39.456159610513794,13632012288.0,0.0003,exported_float_payload,False,2.928766883231956,observed_series
bf16,BF16 historical control,3300,2.9097440242767334,3.298231601715088,0.1335000246763229,15207.876488438736,39.14470227907693,13841727488.0,0.0003,exported_float_payload,False,2.9280008984340355,observed_series
bf16,BF16 historical control,3350,2.91971206665039,3.28245496749878,0.1558280140161514,15325.15905219563,39.44658473086304,14051442688.0,0.0003,exported_float_payload,False,2.9240538510832637,observed_series
bf16,BF16 historical control,3400,2.898916482925415,3.272561550140381,0.131541907787323,15333.120235543012,39.46707662216419,14261157888.0,0.0003,exported_float_payload,False,2.9159666507560376,observed_series
bf16,BF16 historical control,3450,2.926863670349121,3.452335357666016,0.150804191827774,15330.583210391613,39.46054638144968,14470873088.0,0.0003,exported_float_payload,False,2.9077109798378973,observed_series
bf16,BF16 historical control,3500,2.8605360984802246,3.2267417907714844,0.1904209107160568,15348.700568350683,39.50718001790317,14680588288.0,0.0003,exported_float_payload,False,2.8994637458893755,observed_series
bf16,BF16 historical control,3550,2.8411664962768555,3.23113226890564,0.1155067384243011,15338.16237646781,39.48005496963436,14890303488.0,0.0003,exported_float_payload,False,2.8874634429963537,observed_series
bf16,BF16 historical control,3600,2.8734138011932373,3.2667086124420166,0.1387269347906112,15354.40247939954,39.52185659754261,15100018688.0,0.0003,exported_float_payload,False,2.8843740282971244,observed_series
bf16,BF16 historical control,3650,2.899261474609375,3.4421610832214355,0.1511661112308502,15352.316063737502,39.5164862146372,15309733888.0,0.0003,exported_float_payload,False,2.8833891493154953,observed_series
bf16,BF16 historical control,3700,2.876319408416748,3.2906172275543213,0.1205497160553932,15360.558962160958,39.5377032336568,15519449088.0,0.0003,exported_float_payload,False,2.879468612895757,observed_series
bf16,BF16 historical control,3750,2.8499743938446045,3.220533847808838,0.1533109694719314,15361.072190885234,39.53902427184567,15729164288.0,0.0003,exported_float_payload,False,2.8761366135666284,observed_series
bf16,BF16 historical control,3800,2.830605745315552,3.1408963203430176,0.1450195461511612,15344.127415006764,39.49540883300037,15938879488.0,0.0003,exported_float_payload,False,2.866114490944197,observed_series
bf16,BF16 historical control,3850,2.8425872325897217,3.2241334915161133,0.1234575435519218,15342.784373989069,39.49195187825548,16148594688.0,0.0003,exported_float_payload,False,2.862315289349003,observed_series
bf16,BF16 historical control,3900,2.834897756576538,3.187996625900269,0.1251163184642791,15352.626704553242,39.51728579650237,16358309888.0,0.0003,exported_float_payload,False,2.8582219415381873,observed_series
bf16,BF16 historical control,3950,2.843901872634888,3.315443992614746,0.1277410984039306,15348.469627699384,39.50658558231276,16568025088.0,0.0003,exported_float_payload,False,2.850923455436356,observed_series
bf16,BF16 historical control,4000,2.862279891967773,3.773430824279785,0.1330710053443908,15356.24359354655,39.52659558034544,16777740288.0,0.0003,exported_float_payload,False,2.8494499124213197,observed_series
bf16,BF16 historical control,4050,2.835688352584839,3.234154462814331,0.1530821174383163,15343.256618380394,39.49316742377333,16987455488.0,0.0003,exported_float_payload,False,2.843864649410434,observed_series
bf16,BF16 historical control,4100,2.8332080841064453,3.267111301422119,0.1372300088405609,15353.809590725044,39.52033051658938,17197170688.0,0.0003,exported_float_payload,False,2.831553439444824,observed_series
bf16,BF16 historical control,4150,2.812281608581543,3.171115636825561,0.1123129725456237,15341.299145963649,39.48812893762891,17406885888.0,0.0003,exported_float_payload,False,2.8242291667018797,observed_series
bf16,BF16 historical control,4200,2.8257553577423096,3.193512439727783,0.0970421284437179,15345.319089073257,39.49847617291346,17616601088.0,0.0003,exported_float_payload,False,2.8219239241227925,observed_series
bf16,BF16 historical control,4250,2.7958984375,3.185487747192383,0.1287224739789962,15328.783182850497,39.45591315456593,17826316288.0,0.0003,exported_float_payload,False,2.8178727255159925,observed_series
bf16,BF16 historical control,4300,2.800438642501831,3.3799195289611816,0.123544842004776,15347.875075561817,39.505055219646266,18036031488.0,0.0003,exported_float_payload,False,2.812419639264277,observed_series
bf16,BF16 historical control,4350,2.7551016807556152,3.267651081085205,0.1072495356202125,15330.282588723156,39.45977258862467,18245746688.0,0.0003,exported_float_payload,False,2.8070242445823688,observed_series
bf16,BF16 historical control,4400,2.763701915740967,3.164618492126465,0.1414399594068527,15352.581705749792,39.51716997068242,18455461888.0,0.0003,exported_float_payload,False,2.797799885260787,observed_series
bf16,BF16 historical control,4450,2.793714761734009,3.5937042236328125,0.1795537322759628,15350.32609532473,39.51136408459348,18665177088.0,0.0003,exported_float_payload,False,2.793983493205341,observed_series
bf16,BF16 historical control,4500,2.789720296859741,3.2388229370117188,0.1404975354671478,15356.114166698111,39.526262438801794,18874892288.0,0.0003,exported_float_payload,False,2.791379584651912,observed_series
bf16,BF16 historical control,4550,2.8914053440093994,5.5371294021606445,0.1569920033216476,15339.733231185515,39.48409831127348,19084607488.0,0.0003,exported_float_payload,False,2.7959837080144867,observed_series
bf16,BF16 historical control,4600,2.7669262886047363,3.152268409729004,0.1330746561288833,15345.09698506791,39.49790448263371,19294322688.0,0.0003,exported_float_payload,False,2.7889685893587868,observed_series
bf16,BF16 historical control,4650,2.7380475997924805,3.144155979156494,0.1229650676250457,15338.363182379704,39.48057183914227,19504037888.0,0.0003,exported_float_payload,False,2.7799493138022093,observed_series
bf16,BF16 historical control,4700,2.754530429840088,3.308734893798828,0.1212537214159965,15361.658971766998,39.540534631489706,19713753088.0,0.0003,exported_float_payload,False,2.7790101932905604,observed_series
bf16,BF16 historical control,4750,2.7570300102233887,3.158639430999756,0.1422688215970993,15366.66170642283,39.553411548186965,19923468288.0,0.0003,exported_float_payload,False,2.776981777852375,observed_series
bf16,BF16 historical control,4800,2.7580506801605225,3.1731534004211426,0.1404290497303009,15349.555501240922,39.50938059426124,20133183488.0,0.0003,exported_float_payload,False,2.776236580592466,observed_series
bf16,BF16 historical control,4850,2.7633092403411865,4.09259033203125,0.1398784965276718,15365.526324670182,39.55048910331347,20342898688.0,0.0003,exported_float_payload,False,2.775076894763606,observed_series
bf16,BF16 historical control,4900,2.7425248622894287,3.12099289894104,0.1021908298134803,15336.736420957595,39.47638459501284,20552613888.0,0.0003,exported_float_payload,False,2.768023575709791,observed_series
bf16,BF16 historical control,4950,2.7472691535949707,3.2004663944244385,0.1719801425933838,15373.611485774276,39.57130011032938,20762329088.0,0.0003,exported_float_payload,False,2.759729155425712,observed_series
bf16,BF16 historical control,5000,2.7436347007751465,3.173381805419922,0.1154882982373237,15359.77567057864,39.53568706027383,20972044288.0,0.0003,exported_float_payload,False,2.755177696168403,observed_series
bf16,BF16 historical control,5050,2.750732898712158,3.323773145675659,0.124409906566143,15356.156286350802,39.52637085375808,21181759488.0,0.0003,exported_float_payload,False,2.7565822243741636,observed_series
bf16,BF16 historical control,5100,2.7089648246765137,3.0723586082458496,0.1187997832894325,15352.738404759357,39.51757331010207,21391474688.0,0.0003,exported_float_payload,False,2.7451705289290746,observed_series
bf16,BF16 historical control,5150,2.743937015533448,3.3072311878204346,0.0986303165555,15349.407831164135,39.50900049509383,21601189888.0,0.0003,exported_float_payload,False,2.7387832206166736,observed_series
bf16,BF16 historical control,5200,2.822406053543091,4.023630619049072,0.1354109048843383,15348.221589391233,39.505947137771614,21810905088.0,0.0003,exported_float_payload,False,2.739463729480087,observed_series
bf16,BF16 historical control,5250,2.711631774902344,3.117898464202881,0.1576759964227676,15371.826469307944,39.56670552158512,22020620288.0,0.0003,exported_float_payload,False,2.7374323853173474,observed_series
bf16,BF16 historical control,5300,2.684211492538452,3.1870970726013184,0.1375115662813186,15359.612569430084,39.53526724190494,22230335488.0,0.0003,exported_float_payload,False,2.731978920867519,observed_series
bf16,BF16 historical control,5350,2.7050907611846924,3.104178667068481,0.115469790995121,15363.318845591995,39.544807106134655,22440050688.0,0.0003,exported_float_payload,False,2.7299767166210867,observed_series
bf16,BF16 historical control,5400,2.708815097808838,3.1605429649353027,0.1261080056428909,15352.09914626923,39.51592787437707,22649765888.0,0.0003,exported_float_payload,False,2.727640186635041,observed_series
bf16,BF16 historical control,5450,2.6817123889923096,3.083678960800171,0.1213623136281967,15356.016394886145,39.52601077654811,22859481088.0,0.0003,exported_float_payload,False,2.7228382104233018,observed_series
bf16,BF16 historical control,5500,2.6936733722686768,3.271552324295044,0.1334062367677688,15350.967355349418,39.5130146722195,23069196288.0,0.0003,exported_float_payload,False,2.7142181687687414,observed_series
bf16,BF16 historical control,5550,2.66811752319336,3.034642219543457,0.1081855818629264,15356.01644288954,39.52601090010768,23278911488.0,0.0003,exported_float_payload,False,2.709072360638768,observed_series
bf16,BF16 historical control,5600,2.731031656265259,3.077154874801636,0.1145052537322044,15355.681289987637,39.525148224732,23488626688.0,0.0003,exported_float_payload,False,2.7043106868985807,observed_series
bf16,BF16 historical control,5650,2.693086624145508,3.2084171772003174,0.1055543944239616,15366.603065472402,39.55326060781422,23698341888.0,0.0003,exported_float_payload,False,2.701062851075687,observed_series
bf16,BF16 historical control,5700,2.694213628768921,3.0265769958496094,0.1182858720421791,15368.878247051414,39.55911686957496,23908057088.0,0.0003,exported_float_payload,False,2.6954488624970683,observed_series
bf16,BF16 historical control,5750,2.705968141555786,3.056637763977051,0.1070644706487655,15368.374036276367,39.55781904336693,24117772288.0,0.0003,exported_float_payload,False,2.6967595377799953,observed_series
bf16,BF16 historical control,5800,2.6982686519622803,3.0805587768554688,0.1336382329463958,15370.038745496917,39.56210396420181,24327487488.0,0.0003,exported_float_payload,False,2.6973404526487137,observed_series
bf16,BF16 historical control,5850,2.621398687362671,2.9962682723999023,0.1092633306980133,15379.444222476412,39.58631343200194,24537202688.0,0.0003,exported_float_payload,False,2.6889814686582216,observed_series
bf16,BF16 historical control,5900,2.710455656051636,3.72066879272461,0.1511170268058776,15369.442889090697,39.5605702443797,24746917888.0,0.0003,exported_float_payload,False,2.6869104857569894,observed_series
bf16,BF16 historical control,5950,2.677964448928833,3.121655225753784,0.1300998032093048,15384.676930133155,39.59978229358116,24956633088.0,0.0003,exported_float_payload,False,2.6866117823335816,observed_series
bf16,BF16 historical control,6000,2.683725595474243,3.1265666484832764,0.1372911483049392,15374.257668873335,39.57296336982848,25166348288.0,0.0003,exported_float_payload,False,2.6900181680714152,observed_series
bf16,BF16 historical control,6050,2.6866369247436523,3.0311453342437744,0.149997130036354,15370.372728355744,39.56296362791522,25376063488.0,0.0003,exported_float_payload,False,2.687790271950369,observed_series
bf16,BF16 historical control,6100,2.682500123977661,3.21237850189209,0.1235453709959983,15362.970922747165,39.54391156123808,25585778688.0,0.0003,exported_float_payload,False,2.684990213975974,observed_series
bf16,BF16 historical control,6150,2.678023099899292,3.1347765922546387,0.1488226354122162,15359.772499295044,39.53567889746738,25795493888.0,0.0003,exported_float_payload,False,2.686182089164752,observed_series
bf16,BF16 historical control,6200,2.684969425201416,3.126175880432129,0.1184122264385223,15357.15436897173,39.52893989402322,26005209088.0,0.0003,exported_float_payload,False,2.68023986785678,observed_series
bf16,BF16 historical control,6250,2.6813104152679443,3.331982374191284,0.1369738131761551,15354.079407068524,39.52102501726103,26214924288.0,0.0003,exported_float_payload,False,2.6830828522730124,observed_series
bf16,BF16 historical control,6300,2.7058627605438232,3.452108144760132,0.1320780664682388,15367.496992629412,39.55556155446163,26424639488.0,0.0003,exported_float_payload,False,2.683375945670154,observed_series
bf16,BF16 historical control,6350,2.6602718830108643,3.1700775623321533,0.1194114610552787,15359.002035125484,39.53369574153124,26634354688.0,0.0003,exported_float_payload,False,2.6828855953613915,observed_series
bf16,BF16 historical control,6400,2.623218536376953,3.045950174331665,0.117680974304676,15358.202041858169,39.5316365784194,26844069888.0,0.0003,exported_float_payload,False,2.674156577194836,observed_series
bf16,BF16 historical control,6450,2.692011594772339,3.103816509246826,0.1358071416616439,15361.65645983906,39.54052816584861,27053785088.0,0.0003,exported_float_payload,False,2.6781533741931938,observed_series
bf16,BF16 historical control,6500,2.661830425262451,3.0047786235809326,0.1102087870240211,15337.719072686,39.47891391653788,27263500288.0,0.0003,exported_float_payload,False,2.6740359739309687,observed_series
bf16,BF16 historical control,6550,2.665691375732422,3.046074151992798,0.1176922172307968,15354.367278358295,39.52176599092304,27473215488.0,0.0003,exported_float_payload,False,2.670895460050689,observed_series
bf16,BF16 historical control,6600,2.6715309619903564,3.052396774291992,0.1462469100952148,15358.9721450104,39.53361880510576,27682930688.0,0.0003,exported_float_payload,False,2.675875456448981,observed_series
bf16,BF16 historical control,6650,2.673570394515991,3.032987117767334,0.1026968583464622,15374.19977734528,39.57281435845059,27892645888.0,0.0003,exported_float_payload,False,2.672348149375158,observed_series
bf16,BF16 historical control,6700,2.673985719680786,3.0921216011047363,0.102783128619194,15378.077371070658,39.58279518990031,28102361088.0,0.0003,exported_float_payload,False,2.673091865493026,observed_series
bf16,BF16 historical control,6750,2.721245527267456,3.5028908252716064,0.1224494874477386,15378.2286943233,39.583184692253056,28312076288.0,0.0003,exported_float_payload,False,2.6724249749992883,observed_series
bf16,BF16 historical control,6800,2.658391237258911,3.075740337371826,0.1148257851600647,15363.254128473412,39.54464052585363,28521791488.0,0.0003,exported_float_payload,False,2.6691311601740595,observed_series
bf16,BF16 historical control,6850,2.6936473846435547,3.084411144256592,0.1543790102005005,15389.192659934151,39.61140567168835,28731506688.0,0.0003,exported_float_payload,False,2.666966485531003,observed_series
bf16,BF16 historical control,6900,2.6827664375305176,3.0395188331604004,0.1046507284045219,15392.187812466304,39.61911512108063,28941221888.0,0.0003,exported_float_payload,False,2.6673710436880187,observed_series
bf16,BF16 historical control,6950,2.680607795715332,3.2946691513061523,0.1115439906716346,15354.377133196294,39.52179135703511,29150937088.0,0.0003,exported_float_payload,False,2.657416471473449,observed_series
bf16,BF16 historical control,7000,2.650664091110229,3.043407201766968,0.0935207083821296,15370.297942374773,39.56277113062857,29360652288.0,0.0003,exported_float_payload,False,2.6558851996130493,observed_series
bf16,BF16 historical control,7050,2.673991680145264,3.0405235290527344,0.1225698068737983,15385.802787020251,39.60268022168359,29570367488.0,0.0003,exported_float_payload,False,2.658850540064455,observed_series
bf16,BF16 historical control,7100,2.6336069107055664,3.147655725479126,0.1119779795408248,15363.939766372892,39.54640534104442,29780082688.0,0.0003,exported_float_payload,False,2.6569930123264554,observed_series
bf16,BF16 historical control,7150,2.681478261947632,3.5020980834960938,0.122157908976078,15387.7570012818,39.60771032141619,29989797888.0,0.0003,exported_float_payload,False,2.6563361241376633,observed_series
bf16,BF16 historical control,7200,2.6580049991607666,3.101857185363769,0.153008371591568,15382.14655437042,39.5932691682305,30199513088.0,0.0003,exported_float_payload,False,2.653481974565742,observed_series
bf16,BF16 historical control,7250,2.631363868713379,3.0539863109588623,0.1264421343803405,15378.032425345542,39.58267950070269,30409228288.0,0.0003,exported_float_payload,False,2.6509011866932783,observed_series
bf16,BF16 historical control,7300,2.5952367782592773,3.063296318054199,0.1526565849781036,15377.789080184037,39.58205313620628,30618943488.0,0.0003,exported_float_payload,False,2.64484069288277,observed_series
bf16,BF16 historical control,7350,2.673561811447144,3.299466133117676,0.1132334694266319,15355.974219117556,39.525902217150886,30828658688.0,0.0003,exported_float_payload,False,2.6462418288078853,observed_series
bf16,BF16 historical control,7400,2.64023756980896,3.0547115802764893,0.1117258518934249,15369.441666849,39.560567098359456,31038373888.0,0.0003,exported_float_payload,False,2.6472725199452776,observed_series
