lineage,display_name,step,loss,global_max_loss,grad_norm,tps_per_gpu,total_tps,mfu,n_tokens_seen,lr,value_precision,is_interpolated
te_f0l4_seed42,TE F0L4,5530,2.732327699661255,3.1655240058898926,0.0926903784275055,18394.3843676722,588612.5,47.34669565647922,23196073984.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5540,2.7202367782592773,3.122812509536743,0.11360344290733337,19389.460614099895,620455.125,49.90799758716003,23238017024.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5550,2.6995255947113037,3.065147876739502,0.10877737402915955,18536.58770003283,593163.875,47.71272355738841,23279960064.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5560,2.7028493881225586,3.052288770675659,0.09182590991258621,19373.227944572773,619935.4375,49.866215092653526,23321903104.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5570,2.66605544090271,3.0852208137512207,0.11923369765281677,19373.740300409918,619952.375,49.867533884052264,23363846144.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5580,2.7209062576293945,3.1238491535186768,0.094811350107193,19380.921751888887,620181.0625,49.88601876458701,23405789184.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5590,2.718247890472412,3.043182373046875,0.1054266169667244,18804.723507775838,601742.4375,48.40289857113469,23447732224.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5600,2.7586257457733154,3.157593250274658,0.11952681094408035,19320.91771211652,618262.875,49.73156983319169,23489675264.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5610,2.723062753677368,3.284358501434326,0.10336381942033768,19370.465740318148,619847.875,49.85910524643249,23531618304.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5620,2.751251459121704,3.2096662521362305,0.11690463125705719,19376.34878953417,620034.375,49.874248071285756,23573561344.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5630,2.721224308013916,3.1806278228759766,0.12487999349832535,19381.59070353743,620201.9375,49.88774062977582,23615504384.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5640,2.7030277252197266,3.2040438652038574,0.11301907896995544,19385.70102301457,620335.1875,49.8983204916209,23657447424.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5650,2.7169742584228516,3.260690450668335,0.08664890378713608,19335.0439853098,618713.875,49.76793051503207,23699390464.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5660,2.7047460079193115,3.0657873153686523,0.1114903911948204,19385.845693065083,620340.125,49.89869286879402,23741333504.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5670,2.72456955909729,3.160771608352661,0.12409530580043793,19390.109763436205,620476.6875,49.909668481681294,23783276544.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5680,2.682070732116699,3.1528615951538086,0.12020314484834671,19368.587859435003,619787.5,49.85427162694971,23825219584.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5690,2.69179105758667,3.238959312438965,0.1137099340558052,19397.970872116777,620727.9375,49.9299027832367,23867162624.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5700,2.7254788875579834,3.0539627075195312,0.1074022576212883,19330.660496226457,618572.6875,49.75664752129909,23909105664.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5710,2.756924867630005,3.614022970199585,0.13629919290542603,18560.04532841802,593914.75,47.77310291935979,23951048704.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5720,2.6925151348114014,3.064626932144165,0.15923725068569183,19387.786071210154,620401.75,49.90368735470107,23992991744.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5730,2.69781756401062,3.119772434234619,0.09927874058485031,19375.332954732425,620002.8125,49.87163333734119,24034934784.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5740,2.7598557472229004,3.1822562217712402,0.09600480645895004,19382.430999980075,620230.9375,49.889903532275625,24076877824.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5750,2.7293953895568848,3.0926120281219482,0.11045035719871521,19328.999715628506,618520.8125,49.75237271264273,24118820864.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5760,2.719130754470825,3.120011329650879,0.1109650656580925,19375.65188129242,620013.375,49.87245424650949,24160763904.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5770,2.7081167697906494,3.0558080673217773,0.1419050395488739,19379.790444005597,620146.1875,49.883106805753634,24202706944.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5780,2.704299211502075,3.0590105056762695,0.10162655264139175,19381.566375821058,620203.5,49.887678010828644,24244649984.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5790,2.717196464538574,3.0355026721954346,0.0895981416106224,19385.00243980422,620312.875,49.89652235551641,24286593024.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5800,2.739119052886963,3.126884698867798,0.125496968626976,19334.41088524543,618693.625,49.76630093094441,24328536064.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5810,2.716719627380371,3.1135568618774414,0.10410720854997635,19380.0010604418,620152.8125,49.88364892731126,24370479104.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5820,2.708324909210205,3.053915023803711,0.09710399061441422,19387.68830214273,620398.5625,49.90343569951178,24412422144.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5830,2.7056798934936523,3.2469613552093506,0.11576997488737106,18532.626475265613,593037.25,47.70252746168162,24454365184.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5840,2.689220428466797,3.148104190826416,0.13039259612560272,19375.514002900665,620009.875,49.872099350899965,24496308224.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5850,2.653632164001465,3.014911651611328,0.09296497702598572,19324.79526080903,618385.9375,49.74155054872791,24538251264.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5860,2.6886579990386963,3.055262565612793,0.09727506339550018,19363.777047234365,619633.1875,49.84188871396001,24580194304.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5870,2.6999263763427734,3.094890594482422,0.12675254046916962,19378.363516820344,620099.6875,49.87943393006431,24622137344.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5880,2.7096285820007324,3.137693166732788,0.11316613107919693,19377.925842183966,620086.25,49.87830736625054,24664080384.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5890,2.7044618129730225,3.0740537643432617,0.11940985918045044,19384.149068084294,620285.125,49.894325797572556,24706023424.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5900,2.715559482574463,3.779231071472168,0.11393222212791443,19303.68511019605,617710.5625,49.68721353715105,24747966464.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5910,2.6786112785339355,3.169304370880127,0.1166844293475151,19381.62482676911,620204.5,49.88782846213993,24789909504.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5920,2.7077722549438477,3.074429988861084,0.11452214419841766,19380.96127765913,620182.9375,49.88612050295329,24831852544.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5930,2.7217326164245605,3.116142988204956,0.11669261753559113,19390.735794651828,620495.125,49.911279870725096,24873795584.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5940,2.7377943992614746,3.1523377895355225,0.131021648645401,19390.140849810858,620476.4375,49.90974849724965,24915738624.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5950,2.6983530521392822,3.186182975769043,0.11627796292304993,19333.373223653572,618660.8125,49.763630015375725,24957681664.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5960,2.6910693645477295,3.054267406463623,0.10950104147195816,19389.261799219104,620448.25,49.9074858425175,24999624704.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5970,2.6983866691589355,3.2093019485473633,0.10124465078115463,19395.968730189874,620663.875,49.924749318865224,25041567744.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5980,2.7231028079986572,3.225743293762207,0.12813246250152588,18552.16917321285,593662.1875,47.75282988841793,25083510784.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,5990,2.7427735328674316,3.0904111862182617,0.09900970757007599,19390.401303229948,620484.8125,49.91041889798283,25125453824.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6000,2.713266372680664,3.098545789718628,0.1193680390715599,18532.20440928459,593024,47.70144107416513,25167396864.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6010,2.719412326812744,3.1044235229492188,0.09129414707422256,17528.53508622066,560907,45.118020774306196,25209339904.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6020,2.7080488204956055,3.5366227626800537,0.13633403182029724,19388.607807934375,620427.125,49.90580248493939,25251282944.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6030,2.692697763442993,3.1243200302124023,0.12585121393203735,19392.61890709253,620552,49.916126956109125,25293225984.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6040,2.7026891708374023,3.087620258331299,0.10814573615789413,19393.588444231787,620584.1875,49.91862252100234,25335169024.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6050,2.7060513496398926,3.0811142921447754,0.09413650631904602,19338.46939822227,618822.625,49.776747444124275,25377112064.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6060,2.7065937519073486,3.121032238006592,0.08804372698068619,19405.51539435898,620967.25,49.94932219903965,25419055104.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6070,2.703190803527832,3.060276985168457,0.12188298255205154,19394.928227675897,620629,49.922071090832446,25460998144.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6080,2.6886725425720215,3.097127914428711,0.09515992552042007,19388.986019080832,620439.25,49.90677599118386,25502941184.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6090,2.7282118797302246,3.09749436378479,0.1188998743891716,18053.302434568224,577698.625,46.46875909944069,25544884224.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6100,2.682711362838745,3.0337514877319336,0.10830117762088776,19321.288440010485,618273.3125,49.732524077727206,25586827264.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6110,2.737412691116333,3.1680209636688232,0.09345793724060059,19400.062852529463,620794.25,49.93528748967422,25628770304.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6120,2.7208714485168457,3.7912487983703613,0.116751529276371,19401.91044799633,620853.9375,49.94004315523593,25670713344.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6130,2.710063934326172,3.1226372718811035,0.1452713906764984,19393.82749990207,620594.3125,49.91923784445321,25712656384.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6140,2.7096898555755615,3.2292022705078125,0.10475903749465942,19392.00208327601,620536.25,49.914539266685516,25754599424.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6150,2.7038984298706055,3.1737942695617676,0.11277676373720169,18450.134511806755,590397.375,47.49019516450205,25796542464.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6160,2.709725856781006,3.0663414001464844,0.11297103762626648,19401.509647343788,620840.625,49.93901150415505,25838485504.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6170,2.6846415996551514,3.10554838180542,0.10355910658836365,18455.42512121843,590566.625,47.50381306378288,25880428544.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6180,2.697924852371216,3.0848498344421387,0.12095105648040771,19401.174261520882,620828.125,49.93814822924641,25922371584.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6190,2.6738667488098145,3.0863194465637207,0.08033991605043411,19395.062417359444,620634.375,49.92241649179723,25964314624.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6200,2.7145848274230957,3.070516586303711,0.12060103565454483,19349.00327148879,619160.9375,49.80386137638016,26006257664.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6210,2.7184529304504395,3.177666425704956,0.10423561185598373,19390.63142472237,620492.6875,49.911011225078305,26048200704.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6220,2.6979150772094727,3.1240572929382324,0.11156538873910904,19406.308971869505,620994.375,49.951364848150355,26090143744.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6230,2.713228225708008,3.144418716430664,0.10314838588237762,19397.285102009726,620704.9375,49.92813762774686,26132086784.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6240,2.737706184387207,3.2042770385742188,0.11207209527492523,19405.257530144816,620960.875,49.94865846285666,26174029824.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6250,2.702867031097412,3.106680393218994,0.10050157457590103,19334.17707702285,618686.125,49.765699114295636,26215972864.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6260,2.7055370807647705,3.0662550926208496,0.09370835870504379,18579.781256690392,594546.1875,47.82390271622891,26257915904.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6270,2.7042155265808105,3.106580972671509,0.1199316531419754,19390.637762332954,620492.8125,49.91102753793301,26299858944.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6280,2.7020933628082275,3.0539205074310303,0.10794148594141006,19388.529618077097,620425.75,49.905601226158346,26341801984.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6290,2.7114696502685547,3.1465940475463867,0.11028382182121277,19403.65881752923,620909.875,49.94454341566947,26383745024.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6300,2.744406223297119,3.5337789058685303,0.1317039281129837,19328.21983682117,618495,49.75036532365912,26425688064.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6310,2.7060976028442383,3.1096792221069336,0.09787606447935104,19404.238344157813,620928.5,49.94603510304317,26467631104.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6320,2.708340883255005,3.1615259647369385,0.08908304572105408,19387.201525075216,620382.625,49.902182747240715,26509574144.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6330,2.698397636413574,3.117004871368408,0.09783226251602173,19378.551669378667,620106.5625,49.87991823014948,26551517184.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6340,2.7442855834960938,3.259599208831787,0.08774663507938385,19384.316785348914,620290.25,49.89475749771134,26593460224.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6350,2.6882526874542236,3.121634006500244,0.10875798016786575,19334.907905606262,618709.25,49.76758024920204,26635403264.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6360,2.668135643005371,3.155679702758789,0.10739968717098236,19065.07464815278,610076.1875,49.07303604140026,26677346304.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6370,2.7083024978637695,3.1077375411987305,0.10965852439403534,19390.3736954403,620484.625,49.91034783620722,26719289344.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6380,2.6800270080566406,3.1525723934173584,0.13249658048152924,19389.289250780203,620449.9375,49.90755650216464,26761232384.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6390,2.676065444946289,3.176514148712158,0.10745355486869812,19397.11821598897,620700.875,49.92770806720946,26803175424.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6400,2.656838893890381,3.0780386924743652,0.10603848844766617,19322.68922624258,618318.5,49.736129667242196,26845118464.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6410,2.7100181579589844,3.091444492340088,0.09920869767665863,19396.91839685517,620694.0625,49.92719373764424,26887061504.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6420,2.7039976119995117,3.1254091262817383,0.086431585252285,19391.92077884307,620534.25,49.91432999106286,26929004544.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6430,2.7026147842407227,3.1018245220184326,0.0890888050198555,19388.732304115358,620431.75,49.90612293506556,26970947584.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6440,2.7231833934783936,3.4766509532928467,0.13784120976924896,18360.94908154814,587543.5625,47.26063404742177,27012890624.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6450,2.7094056606292725,3.1212172508239746,0.10917583853006363,19318.239263324347,618176.3125,49.72467557148336,27054833664.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6460,2.7140402793884277,3.195866823196411,0.1088758260011673,18481.59998481783,591404.625,47.57118652276466,27096776704.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6470,2.6981353759765625,3.0574183464050293,0.10856029391288757,19389.0190165484,620441.0625,49.90686092585866,27138719744.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6480,2.658499002456665,3.0712907314300537,0.11619029939174652,19391.556098164958,620522.125,49.91339131191312,27180662784.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6490,2.7140138149261475,3.0890564918518066,0.1409313976764679,19395.033187786412,620633.9375,49.92234125559085,27222605824.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6500,2.6869351863861084,3.061506748199463,0.09859659522771835,19325.617405681987,618411.5625,49.7436667295311,27264548864.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6510,2.709033489227295,3.024092435836792,0.10967891663312912,19222.14907761748,615101.375,49.47734178268674,27306491904.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6520,2.689868450164795,3.0864081382751465,0.10188121348619461,19383.645361321564,620269.375,49.89302926867991,27348434944.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6530,2.6933066844940186,3.1624178886413574,0.09152048081159592,19396.068192004106,620666.4375,49.92500533114341,27390377984.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6540,2.6929898262023926,3.1705706119537354,0.09342017769813538,19388.84159624697,620435.8125,49.90640425034035,27432321024.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6550,2.696368932723999,3.0729527473449707,0.15274643898010254,19325.476512149427,618407.5625,49.743304073022856,27474264064.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6560,2.7301158905029297,3.2239913940429688,0.0972493588924408,19395.50148871347,620648.625,49.92354665072808,27516207104.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6570,2.72019624710083,3.0564608573913574,0.10248146206140518,19396.935317031297,620693.9375,49.92723728976392,27558150144.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6580,2.784726619720459,3.488114595413208,0.09608865529298782,19405.035353543877,620952.6875,49.94808658571762,27600093184.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6590,2.692631959915161,3.269430637359619,0.10235369950532913,19398.02479743161,620729.25,49.93004158567872,27642036224.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6600,2.676501750946045,3.0800907611846924,0.11313579231500626,19318.315741729853,618177,49.72487242502939,27683979264.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6610,2.6983633041381836,3.273925542831421,0.10662370175123215,19382.729843133093,620239.875,49.890672747245375,27725922304.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6620,2.7127509117126465,3.1364426612854004,0.11426060646772385,18628.987705652205,596120.6875,47.95055891285735,27767865344.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6630,2.676194906234741,3.023256778717041,0.11390925198793411,19377.614650617146,620076.25,49.87750636676555,27809808384.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6640,2.6647934913635254,3.042541742324829,0.08976199477910995,19399.768393462797,620785.9375,49.93452955923556,27851751424.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6650,2.6971514225006104,3.0428600311279297,0.10349182784557343,19331.5572017461,618603.25,49.758955619384,27893694464.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6660,2.680978775024414,3.126863718032837,0.11204719543457031,19384.070048632962,620282.5625,49.8941224034367,27935637504.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6670,2.653972864151001,2.9821910858154297,0.1006440594792366,19380.9454358381,620182.125,49.88607972649326,27977580544.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6680,2.682976245880127,3.029503345489502,0.10350261628627777,19391.289266330656,620511.6875,49.912704493295124,28019523584.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6690,2.6942708492279053,3.0854501724243164,0.09501365572214127,19392.711186978828,620559.4375,49.91636448228041,28061466624.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6700,2.679117441177368,3.0857598781585693,0.13429418206214905,18308.611167434763,585865.8125,47.125917536051254,28103409664.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6710,2.6531002521514893,3.309101104736328,0.14657709002494812,18944.317563743214,606211.375,48.76221025839923,28145352704.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6720,2.6742916107177734,3.104696750640869,0.08035031706094742,19384.975186216434,620311.375,49.89645220544775,28187295744.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6730,2.734579563140869,3.2948105335235596,0.12957176566123962,19382.2343651096,620223.8125,49.889397398926356,28229238784.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6740,2.7268662452697754,3.20589017868042,0.09488624334335327,18530.918654906636,592982.9375,47.69813157383041,28271181824.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6750,2.7184367179870605,3.060662031173706,0.10171204805374146,19310.983914702392,617943.8125,49.706000481509214,28313124864.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6760,2.6935970783233643,3.0505480766296387,0.12698577344417572,19374.0367659969,619962.4375,49.868296979225164,28355067904.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6770,2.6911749839782715,3.1193313598632812,0.13035769760608673,19387.64133266979,620396.5,49.903314801236746,28397010944.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6780,2.6794989109039307,3.055281162261963,0.08965098112821579,19388.169009374004,620414.0625,49.904673028172745,28438953984.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6790,2.6949856281280518,3.3899483680725098,0.10118742287158966,18316.81080633697,586131.5,47.14702320612077,28480897024.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6800,2.694136619567871,3.203350782394409,0.11448897421360016,19314.442285444245,618055.3125,49.71490224324849,28522840064.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6810,2.6884844303131104,3.0389342308044434,0.11986257880926132,18642.569320592258,596555.5,47.985517657669725,28564783104.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6820,2.6813361644744873,3.091918468475342,0.11437724530696869,19388.6822225838,620430.125,49.90599402642773,28606726144.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6830,2.681023597717285,3.1056928634643555,0.08578218519687653,18553.892071906746,593718.25,47.75726458753459,28648669184.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6840,2.6625568866729736,3.065310001373291,0.09465096890926361,19391.403604183302,620519.0625,49.912998796132506,28690612224.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6850,2.6935603618621826,3.0972392559051514,0.1399127095937729,19324.065445640204,618363.9375,49.73967202232588,28732555264.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6860,2.6492667198181152,3.0052452087402344,0.0962710976600647,19398.4898810917,620742.75,49.93123869964942,28774498304.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6870,2.732363700866699,3.0959699153900146,0.10567738115787506,19378.863785481426,620114.75,49.88072160936736,28816441344.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6880,2.690633535385132,3.126081943511963,0.09662967175245285,18479.89131470765,591349.5625,47.566788447674625,28858384384.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6890,2.6555728912353516,3.090867757797241,0.10302373021841049,19384.200805799188,620287.1875,49.894458969185806,28900327424.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6900,2.7199947834014893,3.2926268577575684,0.106377512216568,19329.314718511592,618531.125,49.753183522362605,28942270464.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6910,2.688720226287842,3.049687147140503,0.08996840566396713,19395.090845968774,620635.875,49.92248966634262,28984213504.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6920,2.677493095397949,3.034261703491211,0.10553347319364548,18550.62538505278,593612.625,47.74885621543644,29026156544.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6930,2.632882833480835,3.113279342651367,0.1091616302728653,18647.59488690028,596716,47.99845334248152,29068099584.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6940,2.6153886318206787,2.9917335510253906,0.11493100225925446,19370.522300733075,619849.4375,49.85925083155772,29110042624.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6950,2.6986429691314697,3.388424873352051,0.12361586093902588,19335.080076543043,618715.3125,49.76802341298408,29151985664.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6960,2.681298017501831,3.2610397338867188,0.10124481469392776,19398.414706655894,620741.625,49.93104520248952,29193928704.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6970,2.6690361499786377,3.1941847801208496,0.11186273396015167,19416.272654059314,621312.25,49.97701112251483,29235871744.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6980,2.680800199508667,3.123870372772217,0.10913622379302979,19386.22928466949,620351.625,49.89968022420572,29277814784.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,6990,2.691772699356079,3.159064292907715,0.09631243348121643,19390.527654084945,620488.375,49.91074412199456,29319757824.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,7000,2.6845946311950684,3.179173231124878,0.10175887495279312,19330.35963000458,618563.625,49.75587309899955,29361700864.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,7010,2.696284294128418,3.1324429512023926,0.08885111659765244,16800.249805656793,537601.9375,43.24343226725333,29403643904.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,7020,2.66770076751709,3.045043468475342,0.09981416910886765,19396.31014559182,620673.4375,49.925628113762905,29445586944.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,7030,2.718160390853882,3.7647879123687744,0.11856402456760406,18431.81667272996,589810.5625,47.443045494552905,29487529984.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,7040,2.699230194091797,3.232001543045044,0.10253439843654633,19401.324801658167,620831.5625,49.938535715879375,29529473024.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,7050,2.6774773597717285,3.1239006519317627,0.08596111834049225,19345.022461428573,619030.625,49.79361486860801,29571416064.0,0.0003,exported_float_payload,False
te_f0l4_seed42,TE F0L4,7060,2.675264835357666,2.9946584701538086,0.12574481964111328,19388.516445865607,620424.375,49.905567321208004,29613359104.0,0.0003,exported_float_payload,False
