lineage,display_name,step,loss,global_max_loss,grad_norm,tps_per_gpu,total_tps,mfu,n_tokens_seen,lr,value_precision,is_interpolated
te_f0l4_seed42,TE F0L4,310,5.548949718475342,6.10637092590332,0.8502783179283142,19366.861177234216,619732.5,49.84982718917881,1300758528.0,4.65e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,320,5.511055946350098,5.961265563964844,0.9594462513923645,18660.448087172623,597127.3125,48.0315371657475,1342701568.0,4.7999999999999994e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,330,5.506242752075195,5.789488792419434,2.5314981937408447,19354.583410242205,619339,49.81822451710823,1384644608.0,4.95e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,340,5.416470527648926,5.938207626342773,0.8489798903465271,19380.571773233274,620170.9375,49.88511792808373,1426587648.0,5.1e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,350,5.418268203735352,6.167309284210205,0.7894125580787659,19326.650919746382,618445.3125,49.7463269694655,1468530688.0,5.2499999999999995e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,360,5.3719801902771,6.358858585357666,1.0008280277252197,18612.397771747637,595590.3125,47.90785682857769,1510473728.0,5.399999999999999e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,370,5.31036376953125,5.679096698760986,0.6655965447425842,19184.67981301876,613901.625,49.38089681165822,1552416768.0,5.5499999999999994e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,380,5.283055305480957,5.544746398925781,0.910547137260437,19368.654922929127,619789.375,49.854444246744016,1594359808.0,5.6999999999999996e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,390,5.134336471557617,5.5589118003845215,0.6345885992050171,19321.450671144925,618279.6875,49.73294165670103,1636302848.0,5.85e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,400,5.251801490783691,5.863186836242676,1.4272677898406982,19338.91046357373,618838.0625,49.77788273555577,1678245888.0,5.9999999999999995e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,410,5.13516902923584,5.332769870758057,0.8304315805435181,19353.397742847894,619301.375,49.815172638222464,1720188928.0,6.149999999999999e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,420,5.118463039398193,5.573423385620117,0.4677997827529907,19337.76543300043,618800.6875,49.774935454853804,1762131968.0,6.299999999999999e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,430,5.145553112030029,5.535510063171387,0.9844545125961304,19355.238159472876,619359.8125,49.819909825620655,1804075008.0,6.45e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,440,5.079327583312988,5.520435333251953,0.5602072477340698,19368.50658702352,619785.125,49.8540624337495,1846018048.0,6.599999999999999e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,450,5.082056045532227,6.702147483825684,0.9663659930229187,18674.575137172025,597579.4375,48.06789984706784,1887961088.0,6.75e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,460,5.011277198791504,5.48665189743042,0.6234654188156128,18356.179635061075,587391.25,47.248357608767485,1929904128.0,6.9e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,470,5.01570987701416,5.304689884185791,0.9419429302215576,19340.276460143185,618881.5,49.781398777329656,1971847168.0,7.049999999999999e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,480,4.989331245422363,5.1761369705200195,0.9289644956588745,19340.615726609136,618892.25,49.782272040918635,2013790208.0,7.199999999999999e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,490,4.945352554321289,5.216275215148926,0.428631991147995,19344.216292817724,619007.3125,49.7915398103129,2055733248.0,7.35e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,500,4.882493495941162,5.100869178771973,0.6309524774551392,19327.01468724583,618457.75,49.7472632981157,2097676288.0,7.5e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,510,4.849940776824951,5.211758613586426,0.5188999772071838,19354.678552371337,619342.875,49.81846941062257,2139619328.0,7.649999999999999e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,520,4.821246147155762,5.083818435668945,0.5614380836486816,19347.14246418285,619101.25,49.79907170386769,2181562368.0,7.8e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,530,4.803011417388916,4.998918533325195,0.6558403968811035,19351.732897014863,619248.25,49.810887365750396,2223505408.0,7.95e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,540,4.77401065826416,5.044109344482422,0.7118604183197021,12948.073066050025,414335.125,33.328023517522446,2265448448.0,8.1e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,550,4.783015727996826,5.356872081756592,0.722709059715271,19348.57439492552,619146.875,49.80275745859148,2307391488.0,8.25e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,560,4.690866947174072,4.883058547973633,0.4486006796360016,19357.51609916466,619433.3125,49.82577318669624,2349334528.0,8.4e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,570,4.662156105041504,4.840843200683594,0.47436097264289856,19367.403935093953,619750.5,49.851224234640426,2391277568.0,8.549999999999999e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,580,4.674746036529541,6.113978862762451,1.2166162729263306,19351.74431897095,619248.6875,49.810916765586114,2433220608.0,8.699999999999999e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,590,4.747293472290039,6.190855026245117,1.0546432733535767,19343.776440000216,618993.625,49.79040763991416,2475163648.0,8.849999999999998e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,600,4.616945266723633,4.774057388305664,0.484433114528656,19325.509255322755,618408.8125,49.7433883531505,2517106688.0,8.999999999999999e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,610,4.565991401672363,4.748444557189941,0.39650219678878784,19354.92390151715,619350.625,49.8191009333256,2559049728.0,9.149999999999999e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,620,4.560437202453613,5.165738105773926,0.5267442464828491,19354.5456574036,619338,49.818127342224635,2600992768.0,9.3e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,630,4.60671854019165,4.841241359710693,0.7677528262138367,19360.509494209742,619529.0625,49.83347811235976,2642935808.0,9.449999999999999e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,640,4.546113014221191,4.792396545410156,0.40619170665740967,18551.252597424478,593633.25,47.75047064474711,2684878848.0,9.599999999999999e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,650,4.490812301635742,4.8484344482421875,0.36683332920074463,19292.28283653966,617346.5625,49.6578643635223,2726821888.0,9.75e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,660,4.4824538230896,4.8554840087890625,0.7243204116821289,18435.179286659684,589919.6875,47.45170078059883,2768764928.0,9.9e-05,exported_float_payload,False
te_f0l4_seed42,TE F0L4,670,4.476804733276367,4.944428443908691,0.771941602230072,19358.984563073318,619480.125,49.82955297689612,2810707968.0,0.0001005,exported_float_payload,False
te_f0l4_seed42,TE F0L4,680,4.426974296569824,4.711602210998535,0.7501077055931091,19337.338198550366,618787.8125,49.773835763824366,2852651008.0,0.000102,exported_float_payload,False
te_f0l4_seed42,TE F0L4,690,4.344517230987549,4.5203423500061035,0.35823193192481995,19356.547004949844,619402.0625,49.82327876187972,2894594048.0,0.00010349999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,700,4.36825704574585,4.679495334625244,0.5749500393867493,19315.336382274498,618083.9375,49.717203626630685,2936537088.0,0.00010499999999999999,exported_float_payload,False
te_f0l4_seed42,TE F0L4,710,4.344240188598633,6.195321083068848,0.4771620035171509,19343.91409412198,618997.3125,49.7907619582582,2978480128.0,0.00010649999999999999,exported_float_payload,False
te_f0l4_seed42,TE F0L4,720,4.291060924530029,4.650739669799805,0.6494362950325012,18781.650493099245,601004.375,48.3435091954462,3020423168.0,0.00010799999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,730,4.245535373687744,4.499170303344727,0.5785012245178223,18042.286832623024,577347.1875,46.44040520934318,3062366208.0,0.00010949999999999999,exported_float_payload,False
te_f0l4_seed42,TE F0L4,740,4.227485656738281,4.498824119567871,0.40219536423683167,19323.564046856627,618347.125,49.73838143411514,3104309248.0,0.00011099999999999999,exported_float_payload,False
te_f0l4_seed42,TE F0L4,750,4.20888614654541,4.651311874389648,0.8095727562904358,17327.69641256844,554480.4375,44.60106693842927,3146252288.0,0.0001125,exported_float_payload,False
te_f0l4_seed42,TE F0L4,760,4.240283489227295,4.604388236999512,1.0452874898910522,19339.15532302464,618845.875,49.778512997796085,3188195328.0,0.00011399999999999999,exported_float_payload,False
te_f0l4_seed42,TE F0L4,770,4.263254165649414,4.578680038452148,1.1622456312179565,17778.499336578287,568906,45.76142264360073,3230138368.0,0.00011549999999999999,exported_float_payload,False
te_f0l4_seed42,TE F0L4,780,4.255289077758789,4.5382890701293945,1.0896679162979126,19352.232469654027,619264.25,49.812173253510046,3272081408.0,0.000117,exported_float_payload,False
te_f0l4_seed42,TE F0L4,790,4.285510063171387,4.840867519378662,1.1522798538208008,19342.955181392404,618990.9375,49.788293740335774,3314024448.0,0.0001185,exported_float_payload,False
te_f0l4_seed42,TE F0L4,800,4.2917256355285645,4.6121721267700195,1.3284567594528198,18908.56793530081,604885.4375,48.6701915887954,3355967488.0,0.00011999999999999999,exported_float_payload,False
te_f0l4_seed42,TE F0L4,810,4.158044815063477,4.479591369628906,0.38630321621894836,19358.03907576622,619450.4375,49.82711931568293,3397910528.0,0.0001215,exported_float_payload,False
te_f0l4_seed42,TE F0L4,820,4.056149482727051,4.394901752471924,0.23168477416038513,19332.326261014925,618626.8125,49.76093515913999,3439853568.0,0.00012299999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,830,4.049813270568848,4.396423816680908,0.4052133858203888,19355.639079042994,619373.5,49.82094178279246,3481796608.0,0.0001245,exported_float_payload,False
te_f0l4_seed42,TE F0L4,840,4.019084453582764,4.392352104187012,0.5825088024139404,19237.962646838852,615605.375,49.51804552325242,3523739648.0,0.00012599999999999997,exported_float_payload,False
te_f0l4_seed42,TE F0L4,850,4.048680305480957,4.50346565246582,0.424732506275177,19305.21995433286,617758.125,49.691164188435344,3565682688.0,0.00012749999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,860,3.9722788333892822,4.425529956817627,0.3420230448246002,18820.080265093293,602235,48.44242648902781,3607625728.0,0.000129,exported_float_payload,False
te_f0l4_seed42,TE F0L4,870,3.951849937438965,4.239047050476074,0.33119285106658936,18576.029408241673,594426.125,47.8142455500471,3649568768.0,0.0001305,exported_float_payload,False
te_f0l4_seed42,TE F0L4,880,3.980421543121338,4.283316612243652,0.4409170150756836,19341.814950434356,618930.3125,49.78535881372612,3691511808.0,0.00013199999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,890,3.9182400703430176,4.322685241699219,0.5342649221420288,19351.869533763733,619252.5,49.81123906540149,3733454848.0,0.0001335,exported_float_payload,False
te_f0l4_seed42,TE F0L4,900,3.8796255588531494,4.2028703689575195,0.4596811830997467,19129.934466687326,612151.25,49.239983628615335,3775397888.0,0.000135,exported_float_payload,False
te_f0l4_seed42,TE F0L4,910,3.878079891204834,4.128405570983887,0.5471583604812622,19356.49469248931,619400.625,49.82314411088524,3817340928.0,0.00013649999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,920,3.9914655685424805,4.24954891204834,0.7187188267707825,19369.412243559185,619813.375,49.85639357153081,3859283968.0,0.000138,exported_float_payload,False
te_f0l4_seed42,TE F0L4,930,3.990692615509033,4.286189079284668,0.5800187587738037,18659.383208615756,597093.5,48.02879619437627,3901227008.0,0.0001395,exported_float_payload,False
te_f0l4_seed42,TE F0L4,940,3.900083065032959,4.24373722076416,0.25828713178634644,19328.57507062229,618507.5625,49.751279686778446,3943170048.0,0.00014099999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,950,3.8355624675750732,4.240896701812744,0.2662203907966614,19329.20390364092,618526.875,49.75289828759469,3985113088.0,0.0001425,exported_float_payload,False
te_f0l4_seed42,TE F0L4,960,3.872187376022339,4.195772647857666,0.5112994313240051,19344.720674946555,619023.75,49.79283807758137,4027056128.0,0.00014399999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,970,3.818126678466797,4.356138706207275,0.29370906949043274,18616.774698429424,595729.5625,47.91912293084952,4068999168.0,0.00014549999999999999,exported_float_payload,False
te_f0l4_seed42,TE F0L4,980,3.846053123474121,4.153778076171875,0.395148366689682,19340.730021034164,618896.0625,49.782566231974386,4110942208.0,0.000147,exported_float_payload,False
te_f0l4_seed42,TE F0L4,990,3.810930013656616,4.133953094482422,0.38501861691474915,18557.140998990693,593821.875,47.7656272464189,4152885248.0,0.00014849999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1000,3.799290180206299,4.114575386047363,0.37937700748443604,19323.79797070974,618354.75,49.73898354839408,4194828288.0,0.00015,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1010,3.7760605812072754,4.064493179321289,0.37560248374938965,10010.59015157959,308104.75,25.76701431125784,4237295616.0,0.0001515,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1020,3.8003499507904053,4.096061706542969,0.5940980911254883,19282.81966485752,615355.625,49.633506390968094,4279238656.0,0.00015299999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1030,3.9020209312438965,4.457414627075195,1.2760446071624756,19263.30680705539,616417.4375,49.58328077203576,4321181696.0,0.0001545,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1040,3.944377899169922,4.2707905769348145,1.2420728206634521,19273.821035860343,616753.375,49.61034413992784,4363124736.0,0.000156,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1050,4.056543350219727,4.385674476623535,1.3907228708267212,19254.022866714567,616121.125,49.559384136572255,4405067776.0,0.00015749999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1060,3.8864784240722656,4.355359077453613,0.8880249857902527,19269.20629076415,616606.5,49.598465898871524,4447010816.0,0.000159,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1070,3.8316125869750977,4.166732311248779,0.40299075841903687,19250.51450112528,616008.4375,49.550353689317944,4488953856.0,0.0001605,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1080,3.695640802383423,4.02094841003418,0.18453887104988098,19273.914700402765,616757.125,49.61058523017012,4530896896.0,0.000162,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1090,3.7232823371887207,4.107525825500488,0.24792176485061646,19275.06337636747,616794.375,49.61354189402044,4572839936.0,0.0001635,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1100,3.730170488357544,4.190092086791992,0.2999066114425659,19238.5699561586,615626.75,49.51960872259395,4614782976.0,0.000165,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1110,3.6936306953430176,4.099978923797607,0.3734011650085449,19274.32981675842,616770.6875,49.61165372952082,4656726016.0,0.0001665,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1120,3.719849109649658,4.040570259094238,0.27563247084617615,19271.65525381689,616684.4375,49.60476946989703,4698669056.0,0.000168,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1130,3.696314811706543,4.072231769561768,0.4817063510417938,19262.306072189913,616386.875,49.58070490495798,4740612096.0,0.00016949999999999997,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1140,3.784903049468994,4.2865447998046875,0.5506751537322998,19260.92272008072,616342.0625,49.57714419044912,4782555136.0,0.00017099999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1150,3.8108155727386475,4.163586139678955,0.7186363935470581,19243.71135637125,615791.5,49.532842561044355,4824498176.0,0.00017249999999999996,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1160,3.857670545578003,4.218047142028809,1.0953216552734375,19268.697637593657,616590.875,49.59715663804623,4866441216.0,0.00017399999999999997,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1170,3.822760581970215,4.462031841278076,0.7032411694526672,17762.241344732203,568385.875,45.7195749700643,4908384256.0,0.00017549999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1180,3.7586429119110107,4.090221881866455,0.6017427444458008,19255.938247935625,616182.75,49.564314281008016,4950327296.0,0.00017699999999999997,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1190,3.7279458045959473,4.016119956970215,0.21566951274871826,19264.509149340753,616456.875,49.58637557168341,4992270336.0,0.00017849999999999997,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1200,3.6893677711486816,4.355319976806641,0.15397559106349945,19226.30732992783,615234.5625,49.48804502247263,5034213376.0,0.00017999999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1210,3.654808282852173,3.9614920616149902,0.3591710329055786,18589.326825343505,594851.9375,47.84847277657195,5076156416.0,0.00018149999999999997,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1220,3.6462576389312744,3.9375579357147217,0.25350743532180786,18563.107101894806,594013.1875,47.780983849434804,5118099456.0,0.00018299999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1230,3.6473164558410645,4.29170036315918,0.3428279161453247,19280.563830958414,616969.3125,49.62769992966241,5160042496.0,0.00018449999999999999,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1240,3.6382131576538086,3.978832721710205,0.30332860350608826,19251.938467332515,616054.8125,49.554018943522244,5201985536.0,0.000186,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1250,3.6374669075012207,3.9002726078033447,0.33130520582199097,19236.813351562898,615570.5625,49.51508726531008,5243928576.0,0.00018749999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1260,3.626514196395874,4.034014701843262,0.3865374028682709,19267.840196829693,616563.25,49.594949606482494,5285871616.0,0.00018899999999999999,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1270,3.6597585678100586,3.9480574131011963,0.7084718346595764,19274.653389130333,616781.75,49.61248659689542,5327814656.0,0.0001905,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1280,4.045620918273926,4.332147598266602,2.7127506732940674,18365.361648169775,587684.6875,47.27199188602743,5369757696.0,0.00019199999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1290,3.7745680809020996,4.498149871826172,0.7230656743049622,19250.13627903561,615996.75,49.54938015490591,5411700736.0,0.0001935,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1300,3.7764410972595215,4.1359076499938965,0.6097256541252136,18357.805955219505,587443.125,47.25254371709501,5453643776.0,0.000195,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1310,3.6788461208343506,4.186728477478027,0.24244220554828644,19251.060830108127,616027,49.55175992676314,5495586816.0,0.00019649999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1320,3.5893025398254395,3.9283642768859863,0.15827298164367676,19242.746876975878,615761.4375,49.53036001466026,5537529856.0,0.000198,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1330,3.6059489250183105,4.161234378814697,0.25189685821533203,19248.616534654866,615948.4375,49.54546837002459,5579472896.0,0.0001995,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1340,3.5659337043762207,3.846116304397583,0.3418624699115753,19266.169722122497,616510.375,49.59064984542594,5621415936.0,0.000201,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1350,3.5474820137023926,4.045982837677002,0.31181424856185913,19233.06719235866,615451.0625,49.50544474310447,5663358976.0,0.0002025,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1360,3.5705065727233887,3.9732542037963867,0.5046703219413757,18446.41163537618,590278.125,47.480612571586626,5705302016.0,0.000204,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1370,3.6019864082336426,3.9250245094299316,0.8666627407073975,19249.80442138316,615986.25,49.54852596142176,5747245056.0,0.0002055,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1380,3.720365047454834,4.100521087646484,0.6245288252830505,18680.422445207314,597765.625,48.082950674995686,5789188096.0,0.00020699999999999996,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1390,3.728029727935791,4.064940452575684,0.8287605047225952,19249.29583891561,615970.5,49.54721688258411,5831131136.0,0.00020849999999999997,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1400,3.6719796657562256,3.9631998538970947,0.5177216529846191,19246.59022241554,615883.6875,49.54025269185984,5873074176.0,0.00020999999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1410,3.620654582977295,3.9784138202667236,0.27379292249679565,19242.549989154253,615754.3125,49.529853230220915,5915017216.0,0.00021149999999999996,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1420,3.512378692626953,4.162833213806152,0.17083780467510223,19245.398385212622,615844.875,49.53718493203757,5956960256.0,0.00021299999999999997,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1430,3.520803689956665,3.835573196411133,0.1670549511909485,19253.675422611337,616110.125,49.558489823944846,5998903296.0,0.00021449999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1440,3.5263633728027344,3.855311393737793,0.22327831387519836,19254.89574770828,616148.9375,49.56163091090988,6040846336.0,0.00021599999999999996,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1450,3.5597987174987793,3.8969085216522217,0.49604731798171997,19238.985574656006,615640.125,49.52067851444524,6082789376.0,0.00021749999999999997,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1460,3.6966452598571777,4.103809833526611,1.1015055179595947,19260.550297737373,616330.875,49.57618558444232,6124732416.0,0.00021899999999999998,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1470,3.698118209838867,4.279819011688232,0.6200928688049316,19264.84522454984,616467.875,49.58724062105524,6166675456.0,0.00022049999999999997,exported_float_payload,False
te_f0l4_seed42,TE F0L4,1480,3.606830596923828,3.9664881229400635,0.3679690361022949,18388.716191223742,588432.5625,47.33210590887647,6208618496.0,0.00022199999999999998,exported_float_payload,False
