lineage,matched_points,first_step,last_step,estimator,huber_k,loss_offset_seed42_minus_historical,raw_mean_difference,median_difference,sample_std_difference,mad_scale,huber_iterations
bf16,41,1,2000,Huber location of exact-step loss differences,1.345,0.006967656353,-0.004465571287,0.006018846130,0.088981688149,0.033778596959,13
te_native,41,1,2000,Huber location of exact-step loss differences,1.345,-0.011881478132,-0.025172672179,-0.002956713486,0.095562506663,0.036699165238,15
