source_segment,step,loss,global_max_loss,grad_norm,tps_per_gpu,mfu,n_tokens_seen,lr
fresh_through_step16000,500,4.855477333068848,5.072938442230225,1.0209600925445557,37279.56708551055,95.9588931055857,2097152000.0,7.5e-05
fresh_through_step16000,510,4.824028015136719,5.1217145919799805,0.8753840327262878,37283.34884874568,95.96862749475386,2139095040.0,7.649999999999999e-05
fresh_through_step16000,520,4.808046340942383,4.995229721069336,0.9045788049697876,37300.2956617587,96.01224917669738,2181038080.0,7.8e-05
fresh_through_step16000,530,4.819419860839844,5.031942367553711,1.1151831150054932,37289.68439550015,95.98493541089418,2222981120.0,7.95e-05
fresh_through_step16000,540,4.790634632110596,5.093316078186035,1.0637352466583252,37275.44668485796,95.94828705201039,2264924160.0,8.1e-05
fresh_through_step16000,550,4.770813465118408,5.377772331237793,0.8970997929573059,37260.35478381771,95.90943997754304,2306867200.0,8.25e-05
fresh_through_step16000,560,4.672765731811523,4.881383895874023,0.7313058972358704,37289.228268059356,95.98376132310949,2348810240.0,8.4e-05
fresh_through_step16000,570,4.62442684173584,4.821381568908691,0.532662034034729,37263.11325112531,95.9165403676548,2390753280.0,8.549999999999999e-05
fresh_through_step16000,580,4.619462490081787,5.826519012451172,1.5263051986694336,37269.321934233136,95.9325217323875,2432696320.0,8.699999999999999e-05
fresh_through_step16000,590,4.672845840454102,6.00824499130249,1.0125643014907837,37281.52792921009,95.9639403849849,2474639360.0,8.849999999999998e-05
fresh_through_step16000,600,4.696622848510742,4.86720085144043,1.5155584812164307,37258.7199065707,95.90523174704973,2516582400.0,8.999999999999999e-05
fresh_through_step16000,610,4.679564476013184,4.862238883972168,1.2512263059616089,37277.92786085786,95.95467368472006,2558525440.0,9.149999999999999e-05
fresh_through_step16000,620,4.683484077453613,5.244058132171631,2.0824241638183594,37273.13793061811,95.94234423886556,2600468480.0,9.3e-05
fresh_through_step16000,630,4.6121087074279785,4.845959663391113,1.1061910390853882,37267.829041278594,95.92867897436635,2642411520.0,9.449999999999999e-05
fresh_through_step16000,640,4.624606132507324,4.899130821228027,1.3237236738204956,37268.59385196491,95.93064762348521,2684354560.0,9.599999999999999e-05
fresh_through_step16000,650,4.637170791625977,4.9927592277526855,1.7084401845932007,37293.53962808746,95.99485891271206,2726297600.0,9.75e-05
fresh_through_step16000,660,4.513892650604248,4.85193395614624,0.6936569213867188,37283.54086787661,95.96912175862813,2768240640.0,9.9e-05
fresh_through_step16000,670,4.449684143066406,4.933611869812012,0.567494809627533,37264.19881471582,95.91933464582607,2810183680.0,0.0001005
fresh_through_step16000,680,4.3682756423950195,4.633199691772461,0.4663177728652954,37258.20657013564,95.90391040133811,2852126720.0,0.000102
fresh_through_step16000,690,4.3063154220581055,4.519935607910156,0.39776501059532166,37275.167841186216,95.94756929876961,2894069760.0,0.00010349999999999998
fresh_through_step16000,700,4.3765716552734375,4.7077789306640625,0.76641845703125,37259.4502204392,95.9071116001682,2936012800.0,0.00010499999999999999
fresh_through_step16000,710,4.362362384796143,6.27439022064209,0.654310941696167,37272.002579932334,95.93942180699173,2977955840.0,0.00010649999999999999
fresh_through_step16000,720,4.379583835601807,4.778415679931641,0.8587492108345032,37265.18553121758,95.92187448817727,3019898880.0,0.00010799999999999998
fresh_through_step16000,730,4.4224653244018555,4.666110992431641,1.8353981971740723,37256.968690792244,95.9007240571588,3061841920.0,0.00010949999999999999
fresh_through_step16000,740,4.516851425170898,4.781332015991211,1.712902545928955,37244.229765878285,95.86793362449913,3103784960.0,0.00011099999999999999
fresh_through_step16000,750,4.461370944976807,4.893083095550537,1.4099980592727661,37247.6857486686,95.87682944355169,3145728000.0,0.0001125
fresh_through_step16000,760,4.312511920928955,4.654269695281982,0.756691038608551,37269.569687830815,95.93315945870394,3187671040.0,0.00011399999999999999
fresh_through_step16000,770,4.260923385620117,4.554392337799072,0.4011469781398773,37261.839571966935,95.91326187351541,3229614080.0,0.00011549999999999999
fresh_through_step16000,780,4.179059982299805,4.460052490234375,0.3999808430671692,37280.219118230314,95.96057146032393,3271557120.0,0.000117
fresh_through_step16000,790,4.154651165008545,4.707464218139648,0.592992901802063,37280.362458204654,95.96094042236805,3313500160.0,0.0001185
fresh_through_step16000,800,4.147699356079102,4.470832347869873,0.4250248670578003,37278.30522776346,95.95564504016721,3355443200.0,0.00011999999999999999
fresh_through_step16000,810,4.107021331787109,4.425568580627441,0.5164350271224976,37250.426645002815,95.88388460537118,3397386240.0,0.0001215
fresh_through_step16000,820,4.0715227127075195,4.411766052246094,0.6395798921585083,37285.69259600573,95.97466038114113,3439329280.0,0.00012299999999999998
fresh_through_step16000,830,4.086321830749512,4.437767028808594,0.6381999254226685,37282.858193738924,95.967364531822,3481272320.0,0.0001245
fresh_through_step16000,840,4.174560546875,4.561779975891113,1.4354209899902344,37259.11871801465,95.90625830147917,3523215360.0,0.00012599999999999997
fresh_through_step16000,850,4.290081024169922,4.7481689453125,1.653291940689087,37267.96150735523,95.92901994662223,3565158400.0,0.00012749999999999998
fresh_through_step16000,860,4.1438703536987305,4.599928855895996,0.9299660325050354,37266.763601726176,95.92593649616411,3607101440.0,0.000129
fresh_through_step16000,870,4.031203746795654,4.3126068115234375,0.27498993277549744,37252.73229742949,95.88981943434176,3649044480.0,0.0001305
fresh_through_step16000,880,4.005300998687744,4.288875579833984,0.3568248748779297,37254.96220988033,95.8955593059989,3690987520.0,0.00013199999999999998
fresh_through_step16000,890,3.94938325881958,4.366564750671387,0.421236127614975,37278.414812973635,95.95592711628265,3732930560.0,0.0001335
fresh_through_step16000,900,3.9301886558532715,4.258854866027832,0.6329410076141357,37250.95441924707,95.88524311450226,3774873600.0,0.000135
fresh_through_step16000,910,3.991575241088867,4.240439414978027,0.7762426733970642,37249.88109016472,95.88248032837751,3816816640.0,0.00013649999999999998
fresh_through_step16000,920,3.9752607345581055,4.230391979217529,0.5801905989646912,37284.112781019576,95.97059388280881,3858759680.0,0.000138
fresh_through_step16000,930,3.974693775177002,4.268272876739502,0.4587365388870239,37292.623966975356,95.99250196938769,3900702720.0,0.0001395
fresh_through_step16000,940,3.925987720489502,4.267731666564941,0.37382960319519043,37260.74442530898,95.91044292819758,3942645760.0,0.00014099999999999998
fresh_through_step16000,950,3.8998055458068848,4.305768013000488,0.48328688740730286,37280.41575578813,95.96107761218853,3984588800.0,0.0001425
fresh_through_step16000,960,4.032415390014648,4.349685192108154,1.150563359260559,37239.07453305451,95.85466387717787,4026531840.0,0.00014399999999999998
fresh_through_step16000,970,4.334599494934082,4.853364944458008,3.1906721591949463,37295.42644092188,95.9997156341078,4068474880.0,0.00014549999999999999
fresh_through_step16000,980,4.191556930541992,4.484935760498047,1.0626052618026733,37269.16585660575,95.93211998318456,4110417920.0,0.000147
fresh_through_step16000,990,4.0130085945129395,4.330653190612793,0.8275942206382751,37286.35994819917,95.97637816873366,4152360960.0,0.00014849999999999998
fresh_through_step16000,1000,3.890420913696289,4.196799278259277,0.24896417558193207,37259.94998072968,95.90839800041482,4194304000.0,0.00015
fresh_through_step16000,1010,3.821866512298584,4.119590759277344,0.23401890695095062,31359.091457445113,80.71938437887175,4236247040.0,0.0001515
fresh_through_step16000,1020,3.8872663974761963,4.201186180114746,0.6474190950393677,37270.034037308185,95.93435471029473,4278190080.0,0.00015299999999999998
fresh_through_step16000,1030,3.9119701385498047,4.43549919128418,0.5168192982673645,37270.05948126026,95.93442020390604,4320133120.0,0.0001545
fresh_through_step16000,1040,3.847066879272461,4.162482738494873,0.39811497926712036,37318.25562324448,96.05847873779827,4362076160.0,0.000156
fresh_through_step16000,1050,3.831860303878784,4.187887668609619,0.3789360523223877,37264.517860405926,95.92015588045045,4404019200.0,0.00015749999999999998
fresh_through_step16000,1060,3.7400360107421875,4.281458854675293,0.32388436794281006,37279.19742777398,95.95794159380587,4445962240.0,0.000159
fresh_through_step16000,1070,3.7825286388397217,4.103440284729004,0.5614688396453857,37279.95182316282,95.95988343358934,4487905280.0,0.0001605
fresh_through_step16000,1080,3.7483017444610596,4.082106113433838,0.4915383756160736,37261.92986783572,95.91349429819998,4529848320.0,0.000162
fresh_through_step16000,1090,3.835541009902954,4.233366012573242,0.7449067831039429,37256.92402553107,95.90060908723405,4571791360.0,0.0001635
fresh_through_step16000,1100,3.928819179534912,4.495702266693115,1.0179287195205688,37273.62836880601,95.9436066436982,4613734400.0,0.000165
fresh_through_step16000,1110,3.859114170074463,4.541905403137207,0.6581979393959045,37251.09408099433,95.88560260866282,4655677440.0,0.0001665
fresh_through_step16000,1120,3.9022955894470215,4.252047538757324,0.8091062307357788,37256.906489197354,95.90056394810544,4697620480.0,0.000168
fresh_through_step16000,1130,3.797215461730957,4.106376647949219,0.6224001049995422,37254.371298714344,95.8940382802509,4739563520.0,0.00016949999999999997
fresh_through_step16000,1140,3.7705631256103516,4.257510662078857,0.19455274939537048,37257.602310314585,95.90235501569097,4781506560.0,0.00017099999999999998
fresh_through_step16000,1150,3.721557378768921,4.092157363891602,0.26174047589302063,37260.95042161463,95.91097316980229,4823449600.0,0.00017249999999999996
fresh_through_step16000,1160,3.7454752922058105,4.105260848999023,0.4852098822593689,37252.347210039035,95.88882820609997,4865392640.0,0.00017399999999999997
fresh_through_step16000,1170,3.741548538208008,4.37076473236084,0.38653624057769775,37241.82115014619,95.86173376442461,4907335680.0,0.00017549999999999998
fresh_through_step16000,1180,3.703678607940674,3.95628023147583,0.5651534795761108,37243.12709943377,95.86509532299102,4949278720.0,0.00017699999999999997
fresh_through_step16000,1190,3.762498140335083,4.013764381408691,0.46169131994247437,37280.286630346454,95.96074523884238,4991221760.0,0.00017849999999999997
fresh_through_step16000,1200,3.768334150314331,4.437925815582275,0.7095193862915039,37271.04877945439,95.93696669162256,5033164800.0,0.00017999999999999998
fresh_through_step16000,1210,3.7190499305725098,4.029636383056641,0.4799814522266388,37265.575358732356,95.92287791766275,5075107840.0,0.00018149999999999997
fresh_through_step16000,1220,3.6754183769226074,3.9326589107513428,0.2933179438114166,37251.521416937845,95.88670258613924,5117050880.0,0.00018299999999999998
fresh_through_step16000,1230,3.6767611503601074,4.330832004547119,0.32610568404197693,37268.30426721194,95.92990222233043,5158993920.0,0.00018449999999999999
fresh_through_step16000,1240,3.6384453773498535,3.9427642822265625,0.34746092557907104,37236.50446437175,95.84804843163265,5200936960.0,0.000186
fresh_through_step16000,1250,3.6581664085388184,3.9552035331726074,0.3730323314666748,37283.015780785245,95.96777016632139,5242880000.0,0.00018749999999999998
fresh_through_step16000,1260,3.663958787918091,4.055783271789551,0.3825162947177887,37256.26016856646,95.89890029648124,5284823040.0,0.00018899999999999999
fresh_through_step16000,1270,3.612356185913086,3.8951303958892822,0.2404056042432785,37266.705928935975,95.92578804441042,5326766080.0,0.0001905
fresh_through_step16000,1280,3.627545118331909,3.895500659942627,0.3370973467826843,37267.21522204879,95.92709898247095,5368709120.0,0.00019199999999999998
fresh_through_step16000,1290,3.669707775115967,4.2163286209106445,0.49647846817970276,37271.229801314694,95.93743264814248,5410652160.0,0.0001935
fresh_through_step16000,1300,3.7546849250793457,4.070241451263428,0.9643352627754211,37272.093439215234,95.93965568192368,5452595200.0,0.000195
fresh_through_step16000,1310,3.8397879600524902,4.310192108154297,1.4107626676559448,37212.4703199454,95.78618371387448,5494538240.0,0.00019649999999999998
fresh_through_step16000,1320,3.9581141471862793,4.41132926940918,2.470257043838501,37256.15931562853,95.89864069753611,5536481280.0,0.000198
fresh_through_step16000,1330,3.792795419692993,4.3482465744018555,0.46929827332496643,37238.19262395891,95.8523938127096,5578424320.0,0.0001995
fresh_through_step16000,1340,3.671894073486328,3.9502291679382324,0.220845028758049,37236.53915050573,95.84813771493938,5620367360.0,0.000201
fresh_through_step16000,1350,3.6186931133270264,4.205850124359131,0.2045409083366394,37216.91921911762,95.79763533398383,5662310400.0,0.0002025
fresh_through_step16000,1360,3.5792455673217773,3.9160189628601074,0.22959713637828827,37243.97238313333,95.86727111242506,5704253440.0,0.000204
fresh_through_step16000,1370,3.5618174076080322,3.884280204772949,0.41152891516685486,37230.736256087686,95.83320086430787,5746196480.0,0.0002055
fresh_through_step16000,1380,3.5666651725769043,3.948789596557617,0.24254243075847626,37262.56782161437,95.91513641325757,5788139520.0,0.00020699999999999996
fresh_through_step16000,1390,3.5583908557891846,3.8687567710876465,0.31622135639190674,37236.086169376475,95.84697172586925,5830082560.0,0.00020849999999999997
fresh_through_step16000,1400,3.5378410816192627,3.8287243843078613,0.26971378922462463,37227.03093504606,95.82366323998568,5872025600.0,0.00020999999999999998
fresh_through_step16000,1410,3.5450596809387207,3.894688129425049,0.4262414872646332,37257.13272866121,95.90114629629845,5913968640.0,0.00021149999999999996
fresh_through_step16000,1420,3.491600513458252,4.110627174377441,0.2551981806755066,37236.23855328411,95.84736396730997,5955911680.0,0.00021299999999999997
fresh_through_step16000,1430,3.557645320892334,3.8572654724121094,0.38808000087738037,37231.88637932726,95.83616132124536,5997854720.0,0.00021449999999999998
fresh_through_step16000,1440,3.5533804893493652,3.8888349533081055,0.3055024743080139,37197.876796110744,95.74861947954548,6039797760.0,0.00021599999999999996
fresh_through_step16000,1450,3.501004695892334,3.841909885406494,0.18562056124210358,37244.86963870716,95.86958067925828,6081740800.0,0.00021749999999999997
fresh_through_step16000,1460,3.5068414211273193,3.9293360710144043,0.30345430970191956,37218.48004347326,95.80165294977738,6123683840.0,0.00021899999999999998
fresh_through_step16000,1470,3.5304369926452637,4.1231231689453125,0.4005221724510193,37231.56554108034,95.83533547251781,6165626880.0,0.00022049999999999997
fresh_through_step16000,1480,3.5197107791900635,3.897732734680176,0.2531079053878784,36723.41254259369,94.52733210565425,6207569920.0,0.00022199999999999998
fresh_through_step16000,1490,3.4984638690948486,3.8832526206970215,0.3184036612510681,37251.63038845868,95.88698308259714,6249512960.0,0.00022349999999999998
fresh_through_step16000,1500,3.4976158142089844,3.9677624702453613,0.23696480691432953,37251.20154552347,95.88587922607208,6291456000.0,0.000225
fresh_through_step16000,1510,3.4665822982788086,3.997535228729248,0.5488137602806091,37224.38685493684,95.81685728647284,6333399040.0,0.00022649999999999998
fresh_through_step16000,1520,3.603102684020996,3.9754230976104736,0.6117116212844849,37258.60569128642,95.90493775296365,6375342080.0,0.00022799999999999999
fresh_through_step16000,1530,3.5226974487304688,3.8427252769470215,0.36665642261505127,37257.501127090494,95.90209456657784,6417285120.0,0.0002295
fresh_through_step16000,1540,3.511887788772583,3.813045024871826,0.16923509538173676,37232.40205271218,95.8374886823466,6459228160.0,0.00023099999999999998
fresh_through_step16000,1550,3.484105348587036,3.7755088806152344,0.3452305197715759,37227.08623183945,95.8238055758415,6501171200.0,0.00023249999999999999
fresh_through_step16000,1560,3.4597511291503906,4.29056453704834,0.33733057975769043,37262.25341080518,95.9143271089767,6543114240.0,0.000234
fresh_through_step16000,1570,3.428101062774658,3.8550832271575928,0.27590152621269226,37232.85701311112,95.83865976612526,6585057280.0,0.00023549999999999998
fresh_through_step16000,1580,3.4279816150665283,3.781643867492676,0.22898322343826294,37252.95942864627,95.89040407793757,6627000320.0,0.000237
fresh_through_step16000,1590,3.467866897583008,3.898254632949829,0.4043230712413788,37277.28660344407,95.95302306599152,6668943360.0,0.0002385
fresh_through_step16000,1600,3.457209587097168,3.894798755645752,0.38407421112060547,37247.70090005036,95.87686844373158,6710886400.0,0.00023999999999999998
fresh_through_step16000,1610,3.4459939002990723,3.902886390686035,0.2174449861049652,37250.511288453556,95.88410248053648,6752829440.0,0.0002415
fresh_through_step16000,1620,3.435288429260254,3.822117567062378,0.32275253534317017,37210.89772527961,95.78213580089611,6794772480.0,0.000243
fresh_through_step16000,1630,3.4083666801452637,3.787829875946045,0.35286155343055725,37272.446796694334,95.94056523627788,6836715520.0,0.0002445
fresh_through_step16000,1640,3.492729425430298,4.240887641906738,0.2180962860584259,37240.18991142697,95.8575348996275,6878658560.0,0.00024599999999999996
fresh_through_step16000,1650,3.465242385864258,3.7557883262634277,0.290306031703949,37236.99553974339,95.84931247659824,6920601600.0,0.00024749999999999994
fresh_through_step16000,1660,3.4348104000091553,3.7594528198242188,0.315045565366745,37248.71797796743,95.87948643741431,6962544640.0,0.000249
fresh_through_step16000,1670,3.3915863037109375,3.9551780223846436,0.2896515429019928,37247.632402796684,95.87669212943513,7004487680.0,0.00025049999999999996
fresh_through_step16000,1680,3.4010393619537354,3.6776633262634277,0.3013639748096466,37249.063002789626,95.88037454322186,7046430720.0,0.00025199999999999995
fresh_through_step16000,1690,3.4150071144104004,3.7755818367004395,0.2751942574977875,37237.85617720645,95.85152778714976,7088373760.0,0.0002535
fresh_through_step16000,1700,3.407440185546875,3.6806106567382812,0.3037151098251343,37245.704153191466,95.87172874836034,7130316800.0,0.00025499999999999996
fresh_through_step16000,1710,3.3983702659606934,3.8184921741485596,0.2688662111759186,37255.99101431036,95.89820748413096,7172259840.0,0.00025649999999999995
fresh_through_step16000,1720,3.416351079940796,3.7826485633850098,0.2776111960411072,37246.037202448606,95.87258602864988,7214202880.0,0.000258
fresh_through_step16000,1730,3.376149892807007,3.731961727142334,0.4166576564311981,37233.58880414517,95.84054342151886,7256145920.0,0.00025949999999999997
fresh_through_step16000,1740,3.3500847816467285,3.6808385848999023,0.28875264525413513,37229.432937490834,95.82984607723024,7298088960.0,0.000261
fresh_through_step16000,1750,3.4133925437927246,3.834886074066162,0.32187581062316895,37263.75594496621,95.91819468379633,7340032000.0,0.0002625
fresh_through_step16000,1760,3.4526119232177734,3.8032360076904297,0.4479379653930664,37275.371375318166,95.94809320265418,7381975040.0,0.00026399999999999997
fresh_through_step16000,1770,3.481687545776367,4.0590057373046875,0.7523638010025024,37267.852984894955,95.92874060606174,7423918080.0,0.0002655
fresh_through_step16000,1780,3.428048610687256,3.7549805641174316,0.26485806703567505,37250.91500896286,95.88514167106968,7465861120.0,0.000267
fresh_through_step16000,1790,3.352227210998535,3.780264139175415,0.12876322865486145,37226.56296953528,95.82245868060004,7507804160.0,0.00026849999999999997
fresh_through_step16000,1800,3.3441951274871826,3.835116386413574,0.2642270624637604,37217.648064244146,95.79951140650974,7549747200.0,0.00027
fresh_through_step16000,1810,3.2243518829345703,3.593477249145508,0.3544812500476837,37244.231814606595,95.86793889799655,7591690240.0,0.0002715
fresh_through_step16000,1820,3.3714675903320312,3.7078170776367188,0.253425270318985,37257.01059318208,95.9008319153573,7633633280.0,0.00027299999999999997
fresh_through_step16000,1830,3.3727221488952637,3.902019500732422,0.958002507686615,37273.6744044711,95.94372514108996,7675576320.0,0.0002745
fresh_through_step16000,1840,3.3400840759277344,3.6766910552978516,0.19977787137031555,37236.55308581418,95.84817358490459,7717519360.0,0.000276
fresh_through_step16000,1850,3.3315510749816895,3.721292495727539,0.42211246490478516,37248.69423983631,95.87942533464502,7759462400.0,0.00027749999999999997
fresh_through_step16000,1860,3.3672680854797363,3.8464856147766113,0.3246883153915405,37258.09719999564,95.90362887882073,7801405440.0,0.000279
fresh_through_step16000,1870,3.311857223510742,3.716594696044922,0.19063939154148102,37230.272865247665,95.83200808028272,7843348480.0,0.0002805
fresh_through_step16000,1880,3.3829782009124756,3.9669251441955566,0.3263472318649292,37268.09894726505,95.9293737216965,7885291520.0,0.00028199999999999997
fresh_through_step16000,1890,3.2806341648101807,3.86604380607605,0.13435186445713043,37237.61823835427,95.85091532432718,7927234560.0,0.00028349999999999995
fresh_through_step16000,1900,3.2804079055786133,3.569268226623535,0.33155786991119385,37250.111373135056,95.88307308469584,7969177600.0,0.000285
fresh_through_step16000,1910,3.310969829559326,3.7149314880371094,0.17275655269622803,37238.04835121927,95.85202244969538,8011120640.0,0.00028649999999999997
fresh_through_step16000,1920,3.3025219440460205,3.601625919342041,0.15237371623516083,37237.554578013835,95.85075146041243,8053063680.0,0.00028799999999999995
fresh_through_step16000,1930,3.3671116828918457,4.111473083496094,0.28095176815986633,37225.24345255965,95.81906219833601,8095006720.0,0.0002895
fresh_through_step16000,1940,3.3286726474761963,3.6935620307922363,0.3046007752418518,37273.48965427516,95.94324958770537,8136949760.0,0.00029099999999999997
fresh_through_step16000,1950,3.2799344062805176,3.8015456199645996,0.28997552394866943,37232.52591280257,95.8378075024967,8178892800.0,0.00029249999999999995
fresh_through_step16000,1960,3.324471950531006,3.684751272201538,0.20816193521022797,37262.11012323478,95.91395828182216,8220835840.0,0.000294
fresh_through_step16000,1970,3.3043789863586426,3.766446590423584,0.213016077876091,37239.223080812415,95.85504624423672,8262778880.0,0.00029549999999999997
fresh_through_step16000,1980,3.2612743377685547,3.7314724922180176,0.2980870306491852,37242.454616481715,95.86336432864864,8304721920.0,0.00029699999999999996
fresh_through_step16000,1990,3.2511982917785645,3.684588670730591,0.22394289076328278,37230.19992935392,95.83182034077343,8346664960.0,0.0002985
