lineage,display_name,step,loss,global_max_loss,grad_norm,tps_per_gpu,mfu,n_tokens_seen,lr,max_active_gib,max_reserved_gib,num_alloc_retries,num_ooms,value_precision,is_interpolated
mxfp4_rht,MXFP4 + fixed-sign column RHT,440,4.975110054016113,5.711892127990723,0.9916040897369385,35344.79418345013,90.97663611867245,1845493760,6.599999999999999e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,450,4.933846473693848,5.5846967697143555,0.8700672388076782,35442.87263545571,91.2290876563128,1887436800,6.75e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,460,4.9158124923706055,6.2268500328063965,1.0798778533935547,35456.57364613389,91.26435372283612,1929379840,6.9e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,470,5.009063720703125,5.495940685272217,1.6523890495300293,35394.034414832524,91.10337927042555,1971322880,7.049999999999999e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,480,5.006402969360352,5.70836067199707,1.6620441675186157,35441.8292784243,91.22640208082196,2013265920,7.199999999999999e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,490,5.065957546234131,5.717832565307617,1.566175937652588,35418.97667063431,91.16758002707107,2055208960,7.35e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,500,5.042111396789551,5.686485290527344,2.6170055866241455,28322.623645169115,72.90174083116243,2097152000,7.5e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,510,4.924105644226074,5.803497314453125,1.449790358543396,35490.09223971297,91.3506297632461,2139095040,7.649999999999999e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,520,4.890188694000244,5.252763748168945,1.6201835870742798,35292.920440846705,90.84311437342049,2181038080,7.8e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,530,4.832587718963623,5.391438007354736,0.691459059715271,35379.297796105224,91.06544757410232,2222981120,7.95e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,540,4.813381671905518,5.279021739959717,1.7016929388046265,35347.92737063133,90.98470086587669,2264924160,8.1e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,550,4.833920955657959,5.390419960021973,0.9612717628479004,35468.942981113956,91.29619208866933,2306867200,8.25e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,560,4.769659519195557,5.268846035003662,0.8963947892189026,35406.69890865091,91.13597736789254,2348810240,8.4e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,570,4.723724365234375,5.782383918762207,0.4263112246990204,35437.67552902668,91.21571043142335,2390753280,8.549999999999999e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,580,4.670369625091553,5.036639213562012,0.7064664959907532,35455.60873750662,91.26187007161963,2432696320,8.699999999999999e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,590,4.630770683288574,5.194649696350098,0.7914209365844727,34174.473351082655,87.96425890816226,2474639360,8.849999999999998e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,600,4.61807107925415,5.006443977355957,0.9305711388587952,35392.01045781808,91.09816965455208,2516582400,8.999999999999999e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,610,4.718583106994629,5.065160751342773,2.0272574424743652,35547.06463614017,91.49727531878857,2558525440,9.149999999999999e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,620,4.872005462646484,5.201437473297119,2.243601083755493,35434.162107141005,91.20666696938575,2600468480,9.3e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,630,4.78351354598999,5.199549674987793,1.2676140069961548,35490.64694397909,91.35205755846569,2642411520,9.449999999999999e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,640,4.667875289916992,5.056535720825195,1.1625300645828247,35456.56545494295,91.26433263891091,2684354560,9.599999999999999e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,650,4.596926212310791,5.080949783325195,1.0878777503967285,35424.875048019625,91.18276230625733,2726297600,9.75e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,660,4.5273118019104,4.931087493896484,0.8022282719612122,35433.642400570425,91.20532925737886,2768240640,9.9e-05,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,670,4.4298601150512695,4.720709323883057,0.5892502069473267,35383.46994418483,91.07618658125855,2810183680,0.0001005,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,680,4.4737935066223145,4.839864730834961,0.6325805187225342,35428.2691079243,91.191498533474,2852126720,0.000102,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,690,4.429509162902832,4.8336896896362305,0.9312188029289246,35462.4123251525,91.27938233988601,2894069760,0.00010349999999999998,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,700,4.358569145202637,4.735160827636719,0.6869509816169739,35468.65840856032,91.29545960587348,2936012800,0.00010499999999999999,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,710,4.353668689727783,5.166597366333008,0.4489252269268036,35492.17055381387,91.3559792929312,2977955840,0.00010649999999999999,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,720,4.323026180267334,4.631907939910889,0.7344759702682495,35434.306902898454,91.20703967012545,3019898880,0.00010799999999999998,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,730,4.353004455566406,4.632771968841553,1.258426308631897,35499.13151370952,91.37389663352107,3061841920,0.00010949999999999999,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,740,4.405229091644287,4.723872661590576,1.3711448907852173,35381.014862867014,91.06986726196833,3103784960,0.00011099999999999999,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,750,4.390130519866943,5.120513439178467,1.0741385221481323,35330.38963457747,90.93955916203662,3145728000,0.0001125,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,760,4.319523334503174,4.830892562866211,0.8304742574691772,35476.39203272409,91.31536576539939,3187671040,0.00011399999999999999,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,770,4.228087425231934,4.631892204284668,0.4499827027320862,35370.883892460035,91.04379039182274,3229614080,0.00011549999999999999,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,780,4.1490159034729,5.065279483795166,0.34237128496170044,35403.48585572869,91.12770704822346,3271557120,0.000117,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,790,4.180470943450928,4.580513000488281,0.7034686207771301,35410.37898986839,91.14544980697569,3313500160,0.0001185,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,800,4.16822624206543,4.4957075119018555,0.7829582095146179,35402.40999650175,91.12493781287591,3355443200,0.00011999999999999999,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,810,4.1393890380859375,4.526396751403809,0.47301769256591797,35400.16080914047,91.1191484595961,3397386240,0.0001215,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,820,4.104876518249512,4.500030040740967,0.4378175139427185,35439.46391836203,91.22031370185,3439329280,0.00012299999999999998,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,830,4.024169445037842,4.808155059814453,0.5146647691726685,35462.32366372096,91.27915412752883,3481272320,0.0001245,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,840,4.095073699951172,4.849478721618652,0.5037785768508911,35429.41211878435,91.19444061548343,3523215360,0.00012599999999999997,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,850,4.112238883972168,4.903264045715332,0.6382348537445068,35463.67054166832,91.28262095843685,3565158400,0.00012749999999999998,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,860,4.068338394165039,4.610672950744629,0.8275310397148132,35476.99981377953,91.31693017897705,3607101440,0.000129,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,870,4.153402805328369,4.973742485046387,0.8645284175872803,35441.10275397231,91.22453202464459,3649044480,0.0001305,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,880,4.167500019073486,4.593088150024414,0.943498432636261,35407.09215628257,91.13698957768229,3690987520,0.00013199999999999998,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,890,4.103342056274414,4.632008075714111,0.8041889667510986,35388.627721098244,91.08946257293637,3732930560,0.0001335,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,900,3.9805617332458496,4.813928127288818,0.4734839200973511,35361.18034239397,91.01881369118507,3774873600,0.000135,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,910,3.986936330795288,4.399118423461914,0.29119354486465454,35412.13413556597,91.14996750909145,3816816640,0.00013649999999999998,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,920,3.9742581844329834,4.440768241882324,0.3207111954689026,35416.76927101884,91.16189823442737,3858759680,0.000138,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,930,3.9737327098846436,5.555953502655029,0.7509229183197021,35395.75628458177,91.10781132106382,3900702720,0.0001395,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,940,4.005928039550781,4.460589408874512,0.8925076127052307,35449.17315429499,91.24530503777004,3942645760,0.00014099999999999998,127.32994747161865,151.69921875,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,950,4.029760360717773,4.593569755554199,0.6777437925338745,35399.12464974329,91.11648141063979,3984588800,0.0001425,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,960,3.9600844383239746,4.572141647338867,0.6133443713188171,35429.02007993255,91.19343151706347,4026531840,0.00014399999999999998,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,970,3.9025111198425293,4.425731658935547,0.24960793554782867,35481.84297188486,91.32939634953465,4068474880,0.00014549999999999999,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,980,3.94419264793396,4.576504707336426,0.5968780517578125,35501.687074976246,91.38047458574324,4110417920,0.000147,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,990,3.898850440979004,4.3205156326293945,0.3755577504634857,35360.643878411305,91.01743284600916,4152360960,0.00014849999999999998,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1000,3.8729677200317383,4.9893269538879395,0.42462870478630066,35386.75768995498,91.08464915849211,4194304000,0.00015,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1010,3.81868052482605,4.303503513336182,0.4366741478443146,24589.899076530815,63.29379904913769,4236247040,0.0001515,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1020,3.8313710689544678,4.2942304611206055,0.40807363390922546,35356.122004642086,91.00579365347797,4278190080,0.00015299999999999998,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1030,3.961172342300415,6.926187992095947,0.7749761343002319,35451.14917844087,91.25039127561169,4320133120,0.0001545,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1040,3.9395716190338135,4.721782684326172,0.6362642645835876,35481.642992731366,91.32888160808264,4362076160,0.000156,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1050,3.873441696166992,4.725168704986572,0.3938009738922119,35406.605406742456,91.1357366962661,4404019200,0.00015749999999999998,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1060,3.8946454524993896,4.3232879638671875,0.7157372236251831,35405.44117374385,91.13273998899085,4445962240,0.000159,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1070,3.851682662963867,4.663395881652832,0.4684070944786072,35453.88565450947,91.25743489811089,4487905280,0.0001605,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1080,3.793976068496704,4.302245616912842,0.24054142832756042,35417.55669520762,91.16392504503833,4529848320,0.000162,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1090,3.804466962814331,4.92042350769043,0.3515990674495697,35258.67821004157,90.75497570848214,4571791360,0.0001635,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1100,3.7721567153930664,4.419658184051514,0.40432170033454895,35419.36589918272,91.16858189183883,4613734400,0.000165,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1110,3.766629457473755,4.1750593185424805,0.33231520652770996,35469.29398635487,91.29709556757805,4655677440,0.0001665,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1120,3.746297836303711,4.223005771636963,0.3526048958301544,35425.93531597562,91.18549141005464,4697620480,0.000168,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1130,3.752902030944824,4.263113021850586,0.38098564743995667,35437.022006532796,91.21402828050141,4739563520,0.00016949999999999997,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1140,3.7264347076416016,4.914936065673828,0.39225566387176514,35469.87535057868,91.29859198487695,4781506560,0.00017099999999999998,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1150,3.761714458465576,4.249822616577148,0.44521117210388184,35499.94954360993,91.37600222248552,4823449600,0.00017249999999999996,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1160,3.6714556217193604,4.67008113861084,0.3977418839931488,35500.234178260805,91.37673486511812,4865392640,0.00017399999999999997,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1170,3.700239658355713,4.0902099609375,0.4137543737888336,35422.88732373935,91.17764595255579,4907335680,0.00017549999999999998,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1180,3.6871941089630127,4.211050033569336,0.29623648524284363,35496.26481484019,91.36651782071645,4949278720,0.00017699999999999997,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1190,3.6713144779205322,4.318449020385742,0.2696949243545532,35574.016549717075,91.56664888541513,4991221760,0.00017849999999999997,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1200,3.6783416271209717,4.190787315368652,0.3004593253135681,35476.63705659219,91.31599645084555,5033164800,0.00017999999999999998,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1210,3.648435592651367,4.047097206115723,0.35906675457954407,35468.3731397815,91.29472533101105,5075107840,0.00018149999999999997,127.32994747161865,151.89453125,0,0,exported_float_payload,False
mxfp4_rht,MXFP4 + fixed-sign column RHT,1220,3.632681369781494,4.2302470207214355,0.4749130308628082,35503.61759421859,91.3854436950757,5117050880,0.00018299999999999998,127.32994747161865,151.89453125,0,0,exported_float_payload,False
