lineage,display_name,step,loss,global_max_loss,grad_norm,tps_per_gpu,total_tps,mfu,n_tokens_seen,lr,max_active_gib,max_reserved_gib,num_alloc_retries,num_ooms,value_precision,is_interpolated
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,390,5.196483612060547,5.8016557693481445,1.1746102571487427,25351.83791261911,1622517.626407623,65.25501098534829,1635778560.0,5.85e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,400,5.118953704833984,5.746814727783203,1.1591203212738037,35539.68843828171,2274540.0600500293,91.47828916583418,1677721600.0,5.9999999999999995e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,410,5.096752643585205,6.2195868492126465,1.2109026908874512,35569.86106391133,2276471.1080903253,91.55595276654448,1719664640.0,6.149999999999999e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,420,5.051373481750488,5.7368855476379395,1.0245137214660645,35671.01109181101,2282944.7098759045,91.81631046544236,1761607680.0,6.299999999999999e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,430,5.035362243652344,5.756570816040039,0.9527844190597534,35739.40946893428,2287322.206011794,91.99236621595415,1803550720.0,6.45e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,440,5.044236660003662,5.794276714324951,1.3560352325439453,35752.483840289635,2288158.9657785366,92.0260193281806,1845493760.0,6.599999999999999e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,450,5.00401496887207,5.621352195739746,1.1117901802062988,35822.61391975497,2292647.290864318,92.2065324381842,1887436800.0,6.75e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,460,4.980829238891602,6.277908802032471,1.2301138639450073,35840.98677700986,2293823.153728631,92.25382372357865,1929379840.0,6.9e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,470,4.983617305755615,5.445527076721191,0.8649352192878723,35876.61842289164,2296103.579065065,92.34553870895587,1971322880.0,7.049999999999999e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,480,4.935832977294922,5.595270156860352,0.827499508857727,35880.814237227976,2296372.1111825905,92.35633863247834,2013265920.0,7.199999999999999e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,490,4.937185287475586,5.5671916007995605,1.0452616214752197,35891.42440511587,2297051.1619274155,92.3836489452244,2055208960.0,7.35e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,500,4.897982597351074,5.504855155944824,0.898945152759552,28720.560614589693,1838115.8793337403,73.92602086168796,2097152000.0,7.5e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,510,4.776928901672363,5.639725685119629,0.7987369298934937,35947.984684943425,2300671.019836379,92.52923372271479,2139095040.0,7.649999999999999e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,520,4.742193698883057,5.110207557678223,0.9734729528427124,35711.037839681536,2285506.4217396183,91.91933833588718,2181038080.0,7.8e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,530,4.706845283508301,5.290227890014648,0.7597964406013489,35793.579370787156,2290789.079730378,92.13179821897768,2222981120.0,7.95e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,540,4.66425085067749,5.116029739379883,0.9077931046485901,35821.322204379816,2292564.621080308,92.20320759438839,2264924160.0,8.1e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,550,4.769062519073486,5.34397029876709,1.1543678045272827,35873.117193220234,2295879.500366095,92.33652662937975,2306867200.0,8.25e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,560,4.734999179840088,5.1747517585754395,1.31574547290802,6600.841171185384,422453.8349558646,16.990403797266225,2348810240.0,8.4e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,570,6.516782760620117,8.60091781616211,85.7079849243164,35990.00542046037,2303360.346909464,92.63739406861248,2390753280.0,8.549999999999999e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,580,4.912188529968262,5.295270919799805,2.613774538040161,35958.802786579436,2301363.378341084,92.55707925184494,2432696320.0,8.699999999999999e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,590,4.724856853485107,5.308391571044922,1.151461124420166,34570.36909091051,2212503.621818273,88.98328486362013,2474639360.0,8.849999999999998e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,600,4.684195518493652,5.089475631713867,1.1011866331100464,35817.95900960788,2292349.3766149045,92.19455081326882,2516582400.0,8.999999999999999e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,610,4.650601863861084,4.993766784667969,0.7880628108978271,35869.597976512676,2295654.2704968113,92.3274682516123,2558525440.0,9.149999999999999e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,620,4.559014320373535,4.8841094970703125,0.6035846471786499,35885.90350112578,2296697.82407205,92.36943827332897,2600468480.0,9.3e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,630,4.516079425811768,4.767472267150879,0.7298526763916016,35865.27391305271,2295377.5304353735,92.31633821798106,2642411520.0,9.449999999999999e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,640,4.529167652130127,4.893641471862793,1.3478269577026367,35899.385041645626,2297560.64266532,92.40413942903034,2684354560.0,9.599999999999999e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,650,4.476665019989014,4.977570533752441,0.8262603282928467,35853.933162248395,2294651.7223838973,92.2871474026694,2726297600.0,9.75e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,660,4.499953746795654,4.909329414367676,1.095893144607544,35867.375861303895,2295512.0551234493,92.32174858139118,2768240640.0,9.9e-05,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,670,4.532763481140137,4.818204879760742,1.5008389949798584,35849.26780135783,2294353.1392869013,92.27513887779585,2810183680.0,0.0001005,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,680,4.606810092926025,5.042562484741211,1.3959604501724243,35866.0941477463,2295430.025455763,92.31844948202924,2852126720.0,0.000102,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,690,4.469518184661865,4.872383117675781,1.0876792669296265,35851.70679575331,2294509.2349282117,92.28141678974127,2894069760.0,0.00010349999999999998,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,700,4.365183353424072,4.7480878829956055,0.6907320022583008,35863.20998376971,2295245.4389612614,92.31102571446554,2936012800.0,0.00010499999999999999,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,710,4.356639862060547,5.162417888641357,0.4801918864250183,35874.67346804185,2295979.1019546785,92.34053244272279,2977955840.0,0.00010649999999999999,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,720,4.334099769592285,4.641620635986328,0.7449079155921936,35874.7437268256,2295983.5985168386,92.34071328711447,3019898880.0,0.00010799999999999998,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,730,4.294190406799316,4.575453758239746,0.619170069694519,35875.871518763546,2296055.777200867,92.34361619599048,3061841920.0,0.00010949999999999999,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,740,4.268976211547852,4.611505508422852,0.6121967434883118,35857.73154813254,2294894.8190804827,92.29692435507226,3103784960.0,0.00011099999999999999,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,750,4.214785099029541,4.916876792907715,0.504177987575531,35866.44014360256,2295452.1691905637,92.31934006690435,3145728000.0,0.0001125,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,760,4.196147441864014,4.748023986816406,0.5905067324638367,35837.772152858226,2293617.4177829265,92.24554935960349,3187671040.0,0.00011399999999999999,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,770,4.15593957901001,4.576005458831787,0.545081377029419,35865.180303302644,2295371.5394113692,92.31609726877295,3229614080.0,0.00011549999999999999,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,780,4.109618186950684,5.0059051513671875,0.5937144160270691,35857.32607490098,2294868.8687936626,92.29588067688724,3271557120.0,0.000117,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,790,4.168904781341553,4.587121963500977,0.8168302774429321,35850.68503508784,2294443.8422456216,92.27878680276835,3313500160.0,0.0001185,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,800,4.217844009399414,4.528894424438477,1.9565578699111938,35830.569307358666,2293156.4356709546,92.22700941138278,3355443200.0,0.00011999999999999999,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,810,4.26818323135376,4.653099060058594,1.258302927017212,35844.43760453797,2294044.00669043,92.26270606927017,3397386240.0,0.0001215,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,820,4.232237339019775,4.602877140045166,0.999777615070343,35822.38874560943,2292632.8797190036,92.20595284543862,3439329280.0,0.00012299999999999998,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,830,4.086962699890137,4.866044998168945,0.7052363753318787,35834.69577229119,2293420.529426636,92.23763083123528,3481272320.0,0.0001245,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,840,4.117654323577881,4.902352333068848,0.45301657915115356,35804.28960641144,2291474.534810332,92.15936610363075,3523215360.0,0.00012599999999999997,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,850,4.075490951538086,4.876398086547852,0.43502768874168396,35840.939701036106,2293820.140866311,92.25370255117312,3565158400.0,0.00012749999999999998,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,860,4.002406597137451,4.543950080871582,0.5992348194122314,35831.17470348872,2293195.1810232783,92.22856768622083,3607101440.0,0.000129,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,870,4.071356296539307,4.951700210571289,0.5810902714729309,35839.81225215462,2293747.9841378955,92.25080052531604,3649044480.0,0.0001305,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,880,4.016656398773193,4.451560974121094,0.5095899105072021,35860.35402955509,2295062.657891526,92.30367455813949,3690987520.0,0.00013199999999999998,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,890,3.946812868118286,4.454869747161865,0.46894919872283936,35842.26128029074,2293904.7219386073,92.25710426386458,3732930560.0,0.0001335,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,900,3.9839141368865967,4.788351058959961,1.3232274055480957,35855.37744166077,2294744.1562662893,92.29086494256713,3774873600.0,0.000135,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,910,4.114710330963135,4.557063579559326,0.8384295105934143,35844.34912228735,2294038.3438263903,92.26247831812029,3816816640.0,0.00013649999999999998,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,920,4.120783805847168,4.583556652069092,0.7507205009460449,35850.75061271862,2294448.0392139917,92.27895559798675,3858759680.0,0.000138,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,930,3.96673583984375,5.533333778381348,0.4351224899291992,35834.956235763595,2293437.19908887,92.23830125784545,3900702720.0,0.0001395,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,940,3.951359510421753,4.404417037963867,0.44702690839767456,35851.99388857124,2294527.6088685594,92.28215575963578,3942645760.0,0.00014099999999999998,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,950,3.9443299770355225,4.5028157234191895,0.47915247082710266,35831.42921938666,2293211.470040746,92.2292228039197,3984588800.0,0.0001425,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,960,3.927203893661499,4.525582313537598,0.65194171667099,35847.02137552326,2294209.3680334887,92.26935663261828,4026531840.0,0.00014399999999999998,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,970,3.8837192058563232,4.507970809936523,0.36903858184814453,35834.952591253474,2293436.9658402223,92.23829187696549,4068474880.0,0.00014549999999999999,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,980,3.9152626991271973,4.561555862426758,0.49723726511001587,35814.93268620889,2292155.691917369,92.18676113082738,4110417920.0,0.000147,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,990,3.855159044265747,4.274069786071777,0.3154135048389435,35845.713175174096,2294125.643211142,92.26598935690241,4152360960.0,0.00014849999999999998,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,1000,3.8744988441467285,5.01029634475708,0.7154932618141174,35838.96733857153,2293693.909668578,92.24862573840963,4194304000.0,0.00015,129.74023914337158,148.876953125,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,1010,3.827887535095215,4.324089050292969,0.572917103767395,24231.138153541135,1550792.8418266326,62.370357204349304,4236247040.0,0.0001515,129.74023914337158,148.884765625,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,1020,3.875601053237915,4.340738296508789,0.7210030555725098,35780.85250827403,2289974.560529538,92.09903958601524,4278190080.0,0.00015299999999999998,129.74023914337158,148.884765625,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,1030,3.9497177600860596,6.879261016845703,0.7622137665748596,35848.38887316569,2294296.8878826043,92.27287653811732,4320133120.0,0.0001545,129.74023914337158,148.884765625,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,1040,3.8420228958129883,4.637180328369141,0.25413963198661804,35853.31360790516,2294612.0709059304,92.2855526849368,4362076160.0,0.000156,129.74023914337158,148.884765625,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,1050,3.8060474395751953,4.665314674377441,0.4748079776763916,35868.42146558225,2295578.973797264,92.32443994124071,4404019200.0,0.00015749999999999998,129.74023914337158,148.884765625,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,1060,3.8090944290161133,4.259702205657959,0.5213910341262817,35859.9797779844,2295038.7057910017,92.30271124374623,4445962240.0,0.000159,129.74023914337158,148.884765625,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,1070,3.8012518882751465,4.600234508514404,0.4676932096481323,35816.54065658534,2292258.602021462,92.1909000072647,4487905280.0,0.0001605,129.74023914337158,148.884765625,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,1080,3.8013789653778076,4.31583309173584,0.5170527696609497,35855.17480884775,2294731.187766256,92.29034337066038,4529848320.0,0.000162,129.74023914337158,148.884765625,0,0,exported_float_payload,False
operand_hybrid_fixed_h32,Operand hybrid + fixed H32,1090,3.821120262145996,4.941802978515625,0.5499337315559387,35838.18188206024,2293643.6404518555,92.24660399255241,4571791360.0,0.0001635,129.74023914337158,148.884765625,0,0,exported_float_payload,False
